dataset,snippet,metric,metric_value,#_of_warnings,tool
1,22,output_difficulty,2.3902439024390243,0.0,all_tools
1,23,output_difficulty,3.4146341463414633,3.0,all_tools
1,1,time_to_give_output,68.01441463414633,1.0,all_tools
1,2,time_to_give_output,100.26741463414633,1.0,all_tools
1,3,time_to_give_output,132.46873170731706,1.0,all_tools
1,4,time_to_give_output,154.64156097560976,3.0,all_tools
1,5,time_to_give_output,211.48453658536584,4.0,all_tools
1,6,time_to_give_output,70.5109512195122,2.0,all_tools
1,7,time_to_give_output,66.04860975609758,1.0,all_tools
1,8,time_to_give_output,104.82602439024389,2.0,all_tools
1,9,time_to_give_output,65.42085365853657,1.0,all_tools
1,10,time_to_give_output,42.58580487804878,0.0,all_tools
1,11,time_to_give_output,65.47378048780489,1.0,all_tools
1,12,time_to_give_output,59.81002439024391,1.0,all_tools
1,13,time_to_give_output,37.42529268292683,0.0,all_tools
1,14,time_to_give_output,48.39470731707317,3.0,all_tools
1,15,time_to_give_output,355.30917073170735,9.0,all_tools
1,16,time_to_give_output,20.50239024390244,0.0,all_tools
1,17,time_to_give_output,99.98841463414635,0.0,all_tools
1,18,time_to_give_output,132.07892682926828,2.0,all_tools
1,19,time_to_give_output,145.2398292682927,10.0,all_tools
1,20,time_to_give_output,80.62182926829269,0.0,all_tools
1,21,time_to_give_output,89.93921951219512,5.0,all_tools
1,22,time_to_give_output,86.29456097560976,0.0,all_tools
1,23,time_to_give_output,54.50070731707317,3.0,all_tools
2,1,brain_deact_31ant,-0.456862813,1.0,all_tools
2,2,brain_deact_31ant,-0.627872625,1.0,all_tools
2,3,brain_deact_31ant,-0.569892688,1.0,all_tools
2,4,brain_deact_31ant,-0.724818625,2.0,all_tools
2,5,brain_deact_31ant,-0.461402625,0.0,all_tools
2,6,brain_deact_31ant,-0.573933125,1.0,all_tools
2,7,brain_deact_31ant,-0.400142063,0.0,all_tools
2,8,brain_deact_31ant,-0.6289035,3.0,all_tools
2,9,brain_deact_31ant,-0.512648188,0.0,all_tools
2,10,brain_deact_31ant,-0.8140095,0.0,all_tools
2,11,brain_deact_31ant,-0.799689,5.0,all_tools
2,12,brain_deact_31ant,-0.754594875,0.0,all_tools
2,1,brain_deact_31post,-0.680167625,1.0,all_tools
2,2,brain_deact_31post,-0.58754025,1.0,all_tools
2,3,brain_deact_31post,-0.484311125,1.0,all_tools
2,4,brain_deact_31post,-0.755176125,2.0,all_tools
2,5,brain_deact_31post,-0.504249125,0.0,all_tools
2,6,brain_deact_31post,-0.531375313,1.0,all_tools
2,7,brain_deact_31post,-0.452398375,0.0,all_tools
2,8,brain_deact_31post,-0.787476813,3.0,all_tools
2,9,brain_deact_31post,-0.474544625,0.0,all_tools
2,10,brain_deact_31post,-0.827268563,0.0,all_tools
2,11,brain_deact_31post,-0.825552875,5.0,all_tools
2,12,brain_deact_31post,-0.743071875,0.0,all_tools
2,1,brain_deact_32,-0.567438063,1.0,all_tools
2,2,brain_deact_32,-0.760412688,1.0,all_tools
2,3,brain_deact_32,-0.80337975,1.0,all_tools
2,4,brain_deact_32,-0.853813313,2.0,all_tools
2,5,brain_deact_32,-0.534999375,0.0,all_tools
2,6,brain_deact_32,-0.833937188,1.0,all_tools
2,7,brain_deact_32,-0.44148875,0.0,all_tools
2,8,brain_deact_32,-0.687596375,3.0,all_tools
2,9,brain_deact_32,-0.513088813,0.0,all_tools
2,10,brain_deact_32,-1.045516125,0.0,all_tools
2,11,brain_deact_32,-1.065309875,5.0,all_tools
2,12,brain_deact_32,-0.810991375,0.0,all_tools
2,1,time_to_understand,277998.6875,1.0,all_tools
2,2,time_to_understand,379138.5,1.0,all_tools
2,3,time_to_understand,282050.625,1.0,all_tools
2,4,time_to_understand,328751.1875,2.0,all_tools
2,5,time_to_understand,228106.875,0.0,all_tools
2,6,time_to_understand,256201.1875,1.0,all_tools
2,7,time_to_understand,173291.875,0.0,all_tools
2,8,time_to_understand,253121.6875,3.0,all_tools
2,9,time_to_understand,368599.625,0.0,all_tools
2,10,time_to_understand,288200.0,0.0,all_tools
2,11,time_to_understand,513357.5625,5.0,all_tools
2,12,time_to_understand,432204.875,0.0,all_tools
3,1,readability_level,2.99,6.0,all_tools
3,2,readability_level,3.74,9.0,all_tools
3,3,readability_level,2.69,12.0,all_tools
3,4,readability_level,4.03,3.0,all_tools
3,5,readability_level,4.18,3.0,all_tools
3,6,readability_level,2.18,2.0,all_tools
3,7,readability_level,3.62,1.0,all_tools
3,8,readability_level,2.86,7.0,all_tools
3,9,readability_level,4.13,5.0,all_tools
3,10,readability_level,3.35,7.0,all_tools
3,11,readability_level,3.64,1.0,all_tools
3,12,readability_level,3.53,4.0,all_tools
3,13,readability_level,3.03,0.0,all_tools
3,14,readability_level,4.05,4.0,all_tools
3,15,readability_level,1.82,12.0,all_tools
3,16,readability_level,2.9,1.0,all_tools
3,17,readability_level,3.74,4.0,all_tools
3,18,readability_level,2.46,0.0,all_tools
3,19,readability_level,3.56,3.0,all_tools
3,20,readability_level,3.26,1.0,all_tools
3,21,readability_level,3.73,1.0,all_tools
3,22,readability_level,2.73,8.0,all_tools
3,23,readability_level,3.94,2.0,all_tools
3,24,readability_level,3.48,4.0,all_tools
3,25,readability_level,2.09,5.0,all_tools
3,26,readability_level,2.37,14.0,all_tools
3,27,readability_level,3.76,9.0,all_tools
3,28,readability_level,2.86,3.0,all_tools
3,29,readability_level,3.96,3.0,all_tools
3,30,readability_level,2.78,5.0,all_tools
3,31,readability_level,3.27,5.0,all_tools
3,32,readability_level,4.22,6.0,all_tools
3,33,readability_level,4.02,3.0,all_tools
3,34,readability_level,4.35,6.0,all_tools
3,35,readability_level,2.0,17.0,all_tools
3,36,readability_level,2.52,3.0,all_tools
3,37,readability_level,2.57,4.0,all_tools
3,38,readability_level,2.77,4.0,all_tools
3,39,readability_level,2.96,15.0,all_tools
3,40,readability_level,2.9,3.0,all_tools
3,41,readability_level,2.41,6.0,all_tools
3,42,readability_level,3.08,0.0,all_tools
3,43,readability_level,3.28,0.0,all_tools
3,44,readability_level,4.07,6.0,all_tools
3,45,readability_level,3.84,6.0,all_tools
3,46,readability_level,3.76,0.0,all_tools
3,47,readability_level,3.88,2.0,all_tools
3,48,readability_level,3.93,4.0,all_tools
3,49,readability_level,4.05,3.0,all_tools
3,50,readability_level,4.16,1.0,all_tools
3,51,readability_level,3.92,1.0,all_tools
3,52,readability_level,2.63,6.0,all_tools
3,53,readability_level,2.72,10.0,all_tools
3,54,readability_level,3.6,4.0,all_tools
3,55,readability_level,2.71,6.0,all_tools
3,56,readability_level,3.61,5.0,all_tools
3,57,readability_level,3.6,4.0,all_tools
3,58,readability_level,2.4,7.0,all_tools
3,59,readability_level,3.83,5.0,all_tools
3,60,readability_level,3.88,3.0,all_tools
3,61,readability_level,3.77,2.0,all_tools
3,62,readability_level,3.47,3.0,all_tools
3,63,readability_level,2.64,5.0,all_tools
3,64,readability_level,3.59,6.0,all_tools
3,65,readability_level,3.2,3.0,all_tools
3,66,readability_level,2.59,6.0,all_tools
3,67,readability_level,4.02,0.0,all_tools
3,68,readability_level,3.35,0.0,all_tools
3,69,readability_level,2.92,4.0,all_tools
3,70,readability_level,2.39,10.0,all_tools
3,71,readability_level,3.69,1.0,all_tools
3,72,readability_level,2.86,3.0,all_tools
3,73,readability_level,3.38,2.0,all_tools
3,74,readability_level,3.82,6.0,all_tools
3,75,readability_level,3.39,5.0,all_tools
3,76,readability_level,3.49,4.0,all_tools
3,77,readability_level,2.72,6.0,all_tools
3,78,readability_level,2.28,4.0,all_tools
3,79,readability_level,3.34,16.0,all_tools
3,80,readability_level,4.15,1.0,all_tools
3,81,readability_level,3.93,1.0,all_tools
3,82,readability_level,4.0,2.0,all_tools
3,83,readability_level,2.76,2.0,all_tools
3,84,readability_level,3.94,6.0,all_tools
3,85,readability_level,3.61,4.0,all_tools
3,86,readability_level,2.62,6.0,all_tools
3,87,readability_level,2.87,3.0,all_tools
3,88,readability_level,3.23,0.0,all_tools
3,89,readability_level,4.28,2.0,all_tools
3,90,readability_level,3.35,2.0,all_tools
3,91,readability_level,2.08,2.0,all_tools
3,92,readability_level,3.36,3.0,all_tools
3,93,readability_level,2.36,3.0,all_tools
3,94,readability_level,4.07,2.0,all_tools
3,95,readability_level,3.18,3.0,all_tools
3,96,readability_level,3.81,2.0,all_tools
3,97,readability_level,2.9,3.0,all_tools
3,98,readability_level,3.0,2.0,all_tools
3,99,readability_level,2.95,17.0,all_tools
3,100,readability_level,2.12,5.0,all_tools
6,1,correct_verif_questions,0.37037037037037046,230.0,all_tools
6,2,correct_verif_questions,0.40740740740740733,253.0,all_tools
6,3,correct_verif_questions,0.41666666666666674,148.0,all_tools
6,4,correct_verif_questions,0.40740740740740755,127.0,all_tools
6,5,correct_verif_questions,0.5925925925925927,51.0,all_tools
6,6,correct_verif_questions,0.44444444444444436,0.0,all_tools
6,7,correct_verif_questions,0.44444444444444453,0.0,all_tools
6,8,correct_verif_questions,0.29629629629629634,0.0,all_tools
6,9,correct_verif_questions,0.5185185185185186,0.0,all_tools
6,10,correct_verif_questions,0.48148148148148157,0.0,all_tools
6,11,correct_verif_questions,0.1851851851851851,0.0,all_tools
6,12,correct_verif_questions,0.5185185185185186,0.0,all_tools
6,13,correct_verif_questions,0.40740740740740733,0.0,all_tools
6,14,correct_verif_questions,0.25925925925925924,0.0,all_tools
6,15,correct_verif_questions,0.40740740740740755,0.0,all_tools
6,16,correct_verif_questions,0.2222222222222222,0.0,all_tools
6,17,correct_verif_questions,0.4444444444444444,0.0,all_tools
6,18,correct_verif_questions,0.29629629629629634,0.0,all_tools
6,19,correct_verif_questions,0.6296296296296299,0.0,all_tools
6,20,correct_verif_questions,0.7407407407407408,0.0,all_tools
6,21,correct_verif_questions,0.074074074074074,0.0,all_tools
6,22,correct_verif_questions,0.1111111111111111,0.0,all_tools
6,23,correct_verif_questions,0.5925925925925926,0.0,all_tools
6,24,correct_verif_questions,0.5185185185185186,0.0,all_tools
6,25,correct_verif_questions,0.5925925925925928,0.0,all_tools
6,26,correct_verif_questions,0.2592592592592593,0.0,all_tools
6,27,correct_verif_questions,0.7407407407407408,0.0,all_tools
6,28,correct_verif_questions,0.37037037037037046,0.0,all_tools
6,29,correct_verif_questions,0.40740740740740744,0.0,all_tools
6,30,correct_verif_questions,0.25925925925925913,0.0,all_tools
6,31,correct_verif_questions,0.777777777777778,0.0,all_tools
6,32,correct_verif_questions,0.777777777777778,0.0,all_tools
6,33,correct_verif_questions,0.5555555555555556,0.0,all_tools
6,34,correct_verif_questions,0.4814814814814816,0.0,all_tools
6,35,correct_verif_questions,0.37037037037037035,0.0,all_tools
6,36,correct_verif_questions,0.5555555555555556,0.0,all_tools
6,37,correct_verif_questions,0.7407407407407409,0.0,all_tools
6,38,correct_verif_questions,0.4444444444444444,0.0,all_tools
6,39,correct_verif_questions,0.48148148148148157,0.0,all_tools
6,40,correct_verif_questions,0.25925925925925913,0.0,all_tools
6,41,correct_verif_questions,0.3333333333333335,0.0,all_tools
6,42,correct_verif_questions,0.20833333333333337,0.0,all_tools
6,43,correct_verif_questions,0.5416666666666667,0.0,all_tools
6,44,correct_verif_questions,0.29166666666666674,0.0,all_tools
6,45,correct_verif_questions,0.41666666666666685,0.0,all_tools
6,46,correct_verif_questions,0.7037037037037038,0.0,all_tools
6,47,correct_verif_questions,0.4444444444444444,0.0,all_tools
6,48,correct_verif_questions,0.8148148148148149,0.0,all_tools
6,49,correct_verif_questions,0.40740740740740733,0.0,all_tools
6,50,correct_verif_questions,0.3333333333333334,0.0,all_tools
6,1,binary_understandability,0.5555555555555556,230.0,all_tools
6,2,binary_understandability,0.8888888888888888,253.0,all_tools
6,3,binary_understandability,0.625,148.0,all_tools
6,4,binary_understandability,0.6666666666666666,127.0,all_tools
6,5,binary_understandability,0.7777777777777778,51.0,all_tools
6,6,binary_understandability,0.8888888888888888,0.0,all_tools
6,7,binary_understandability,0.7777777777777778,0.0,all_tools
6,8,binary_understandability,0.5555555555555556,0.0,all_tools
6,9,binary_understandability,0.7777777777777778,0.0,all_tools
6,10,binary_understandability,0.7777777777777778,0.0,all_tools
6,11,binary_understandability,0.5555555555555556,0.0,all_tools
6,12,binary_understandability,0.6666666666666666,0.0,all_tools
6,13,binary_understandability,0.6666666666666666,0.0,all_tools
6,14,binary_understandability,0.5555555555555556,0.0,all_tools
6,15,binary_understandability,0.6666666666666666,0.0,all_tools
6,16,binary_understandability,0.4444444444444444,0.0,all_tools
6,17,binary_understandability,0.6666666666666666,0.0,all_tools
6,18,binary_understandability,0.4444444444444444,0.0,all_tools
6,19,binary_understandability,0.8888888888888888,0.0,all_tools
6,20,binary_understandability,0.8888888888888888,0.0,all_tools
6,21,binary_understandability,0.2222222222222222,0.0,all_tools
6,22,binary_understandability,0.2222222222222222,0.0,all_tools
6,23,binary_understandability,0.8888888888888888,0.0,all_tools
6,24,binary_understandability,0.6666666666666666,0.0,all_tools
6,25,binary_understandability,0.7777777777777778,0.0,all_tools
6,26,binary_understandability,0.4444444444444444,0.0,all_tools
6,27,binary_understandability,0.7777777777777778,0.0,all_tools
6,28,binary_understandability,0.4444444444444444,0.0,all_tools
6,29,binary_understandability,0.5555555555555556,0.0,all_tools
6,30,binary_understandability,0.6666666666666666,0.0,all_tools
6,31,binary_understandability,1.0,0.0,all_tools
6,32,binary_understandability,1.0,0.0,all_tools
6,33,binary_understandability,0.8888888888888888,0.0,all_tools
6,34,binary_understandability,0.6666666666666666,0.0,all_tools
6,35,binary_understandability,0.6666666666666666,0.0,all_tools
6,36,binary_understandability,0.7777777777777778,0.0,all_tools
6,37,binary_understandability,1.0,0.0,all_tools
6,38,binary_understandability,0.6666666666666666,0.0,all_tools
6,39,binary_understandability,0.7777777777777778,0.0,all_tools
6,40,binary_understandability,0.6666666666666666,0.0,all_tools
6,41,binary_understandability,0.5,0.0,all_tools
6,42,binary_understandability,0.375,0.0,all_tools
6,43,binary_understandability,0.875,0.0,all_tools
6,44,binary_understandability,0.625,0.0,all_tools
6,45,binary_understandability,0.75,0.0,all_tools
6,46,binary_understandability,1.0,0.0,all_tools
6,47,binary_understandability,0.7777777777777778,0.0,all_tools
6,48,binary_understandability,1.0,0.0,all_tools
6,49,binary_understandability,0.7777777777777778,0.0,all_tools
6,50,binary_understandability,0.5555555555555556,0.0,all_tools
6,1,time_to_understand,74.4,230.0,all_tools
6,2,time_to_understand,73.75,253.0,all_tools
6,3,time_to_understand,59.8,148.0,all_tools
6,4,time_to_understand,60.5,127.0,all_tools
6,5,time_to_understand,66.14285714285714,51.0,all_tools
6,6,time_to_understand,82.625,0.0,all_tools
6,7,time_to_understand,257.42857142857144,0.0,all_tools
6,8,time_to_understand,81.4,0.0,all_tools
6,9,time_to_understand,170.28571428571428,0.0,all_tools
6,10,time_to_understand,153.57142857142858,0.0,all_tools
6,11,time_to_understand,241.4,0.0,all_tools
6,12,time_to_understand,62.333333333333336,0.0,all_tools
6,13,time_to_understand,53.666666666666664,0.0,all_tools
6,14,time_to_understand,94.2,0.0,all_tools
6,15,time_to_understand,113.66666666666667,0.0,all_tools
6,16,time_to_understand,202.25,0.0,all_tools
6,17,time_to_understand,237.33333333333334,0.0,all_tools
6,18,time_to_understand,151.5,0.0,all_tools
6,19,time_to_understand,435.5,0.0,all_tools
6,20,time_to_understand,102.5,0.0,all_tools
6,21,time_to_understand,172.5,0.0,all_tools
6,22,time_to_understand,28.0,0.0,all_tools
6,23,time_to_understand,264.25,0.0,all_tools
6,24,time_to_understand,163.5,0.0,all_tools
6,25,time_to_understand,48.857142857142854,0.0,all_tools
6,26,time_to_understand,57.5,0.0,all_tools
6,27,time_to_understand,144.71428571428572,0.0,all_tools
6,28,time_to_understand,270.25,0.0,all_tools
6,29,time_to_understand,51.6,0.0,all_tools
6,30,time_to_understand,159.5,0.0,all_tools
6,31,time_to_understand,50.888888888888886,0.0,all_tools
6,32,time_to_understand,83.55555555555556,0.0,all_tools
6,33,time_to_understand,122.125,0.0,all_tools
6,34,time_to_understand,82.5,0.0,all_tools
6,35,time_to_understand,83.33333333333333,0.0,all_tools
6,36,time_to_understand,74.57142857142857,0.0,all_tools
6,37,time_to_understand,238.44444444444446,0.0,all_tools
6,38,time_to_understand,66.16666666666667,0.0,all_tools
6,39,time_to_understand,101.85714285714286,0.0,all_tools
6,40,time_to_understand,247.0,0.0,all_tools
6,41,time_to_understand,195.5,0.0,all_tools
6,42,time_to_understand,318.0,0.0,all_tools
6,43,time_to_understand,47.857142857142854,0.0,all_tools
6,44,time_to_understand,391.0,0.0,all_tools
6,45,time_to_understand,162.16666666666666,0.0,all_tools
6,46,time_to_understand,55.666666666666664,0.0,all_tools
6,47,time_to_understand,85.42857142857143,0.0,all_tools
6,48,time_to_understand,117.88888888888889,0.0,all_tools
6,49,time_to_understand,85.57142857142857,0.0,all_tools
6,50,time_to_understand,238.0,0.0,all_tools
9_gc,1,gap_accuracy,0.3958333333333333,10.0,all_tools
9_gc,2,gap_accuracy,0.2740740740740741,10.0,all_tools
9_gc,3,gap_accuracy,0.5,4.0,all_tools
9_gc,4,gap_accuracy,0.5238095238095238,4.0,all_tools
9_gc,5,gap_accuracy,0.48309178743961345,5.0,all_tools
9_gc,6,gap_accuracy,0.40211640211640215,5.0,all_tools
9_gc,7,gap_accuracy,0.36904761904761907,12.0,all_tools
9_gc,8,gap_accuracy,0.36666666666666675,5.0,all_tools
9_gc,9,gap_accuracy,0.46825396825396826,8.0,all_tools
9_gc,10,gap_accuracy,0.5253623188405797,8.0,all_tools
9_gc,1,readability_level_before,2.8125,10.0,all_tools
9_gc,2,readability_level_before,2.6,10.0,all_tools
9_gc,3,readability_level_before,2.6,4.0,all_tools
9_gc,4,readability_level_before,2.4285714285714284,4.0,all_tools
9_gc,5,readability_level_before,3.347826086956522,5.0,all_tools
9_gc,6,readability_level_before,3.0,5.0,all_tools
9_gc,7,readability_level_before,2.7857142857142856,12.0,all_tools
9_gc,8,readability_level_before,2.933333333333333,5.0,all_tools
9_gc,9,readability_level_before,3.380952380952381,8.0,all_tools
9_gc,10,readability_level_before,3.130434782608696,8.0,all_tools
9_gc,1,readability_level_ba,2.59375,10.0,all_tools
9_gc,2,readability_level_ba,2.433333333333333,10.0,all_tools
9_gc,3,readability_level_ba,2.566666666666667,4.0,all_tools
9_gc,4,readability_level_ba,2.5,4.0,all_tools
9_gc,5,readability_level_ba,3.1739130434782608,5.0,all_tools
9_gc,6,readability_level_ba,2.9285714285714284,5.0,all_tools
9_gc,7,readability_level_ba,2.5357142857142856,12.0,all_tools
9_gc,8,readability_level_ba,2.9,5.0,all_tools
9_gc,9,readability_level_ba,3.380952380952381,8.0,all_tools
9_gc,10,readability_level_ba,3.0652173913043477,8.0,all_tools
9_gc,1,time_to_read_complete,137.36374999999998,10.0,all_tools
9_gc,2,time_to_read_complete,123.19000000000001,10.0,all_tools
9_gc,3,time_to_read_complete,212.6206666666667,4.0,all_tools
9_gc,4,time_to_read_complete,202.57285714285715,4.0,all_tools
9_gc,5,time_to_read_complete,165.18,5.0,all_tools
9_gc,6,time_to_read_complete,197.07452380952378,5.0,all_tools
9_gc,7,time_to_read_complete,123.02642857142857,12.0,all_tools
9_gc,8,time_to_read_complete,533.914,5.0,all_tools
9_gc,9,time_to_read_complete,126.68928571428569,8.0,all_tools
9_gc,10,time_to_read_complete,124.68173913043479,8.0,all_tools
9_bc,1,gap_accuracy,0.3840579710144927,10.0,all_tools
9_bc,2,gap_accuracy,0.4074074074074074,10.0,all_tools
9_bc,3,gap_accuracy,0.611111111111111,4.0,all_tools
9_bc,4,gap_accuracy,0.5052083333333334,4.0,all_tools
9_bc,5,gap_accuracy,0.4126984126984127,5.0,all_tools
9_bc,6,gap_accuracy,0.3703703703703703,5.0,all_tools
9_bc,7,gap_accuracy,0.48958333333333337,12.0,all_tools
9_bc,8,gap_accuracy,0.44444444444444453,5.0,all_tools
9_bc,9,gap_accuracy,0.36666666666666664,8.0,all_tools
9_bc,10,gap_accuracy,0.39285714285714285,8.0,all_tools
9_bc,1,readability_level_before,2.739130434782609,10.0,all_tools
9_bc,2,readability_level_before,3.0,10.0,all_tools
9_bc,3,readability_level_before,2.6,4.0,all_tools
9_bc,4,readability_level_before,2.0,4.0,all_tools
9_bc,5,readability_level_before,2.642857142857143,5.0,all_tools
9_bc,6,readability_level_before,2.3333333333333335,5.0,all_tools
9_bc,7,readability_level_before,2.9375,12.0,all_tools
9_bc,8,readability_level_before,3.0,5.0,all_tools
9_bc,9,readability_level_before,2.4,8.0,all_tools
9_bc,10,readability_level_before,2.9285714285714284,8.0,all_tools
9_bc,1,readability_level_ba,2.717391304347826,10.0,all_tools
9_bc,2,readability_level_ba,2.857142857142857,10.0,all_tools
9_bc,3,readability_level_ba,2.533333333333333,4.0,all_tools
9_bc,4,readability_level_ba,1.96875,4.0,all_tools
9_bc,5,readability_level_ba,2.4642857142857144,5.0,all_tools
9_bc,6,readability_level_ba,2.1,5.0,all_tools
9_bc,7,readability_level_ba,2.8125,12.0,all_tools
9_bc,8,readability_level_ba,2.9,5.0,all_tools
9_bc,9,readability_level_ba,2.5,8.0,all_tools
9_bc,10,readability_level_ba,2.75,8.0,all_tools
9_bc,1,time_to_read_complete,143.56804347826088,10.0,all_tools
9_bc,2,time_to_read_complete,134.24785714285716,10.0,all_tools
9_bc,3,time_to_read_complete,161.12800000000001,4.0,all_tools
9_bc,4,time_to_read_complete,188.78187499999999,4.0,all_tools
9_bc,5,time_to_read_complete,184.00178571428572,5.0,all_tools
9_bc,6,time_to_read_complete,224.49699999999999,5.0,all_tools
9_bc,7,time_to_read_complete,106.00562500000001,12.0,all_tools
9_bc,8,time_to_read_complete,111.08466666666665,5.0,all_tools
9_bc,9,time_to_read_complete,102.94033333333333,8.0,all_tools
9_bc,10,time_to_read_complete,200.44,8.0,all_tools
9_nc,1,gap_accuracy,0.380952380952381,10.0,all_tools
9_nc,2,gap_accuracy,0.3259259259259259,10.0,all_tools
9_nc,3,gap_accuracy,0.6507936507936508,4.0,all_tools
9_nc,4,gap_accuracy,0.5253623188405797,4.0,all_tools
9_nc,5,gap_accuracy,0.4583333333333333,5.0,all_tools
9_nc,6,gap_accuracy,0.28148148148148144,5.0,all_tools
9_nc,7,gap_accuracy,0.43478260869565216,12.0,all_tools
9_nc,8,gap_accuracy,0.5158730158730158,5.0,all_tools
9_nc,9,gap_accuracy,0.2777777777777778,8.0,all_tools
9_nc,10,gap_accuracy,0.4635416666666667,8.0,all_tools
9_nc,1,readability_level_before,2.7142857142857144,10.0,all_tools
9_nc,2,readability_level_before,2.466666666666667,10.0,all_tools
9_nc,3,readability_level_before,2.2857142857142856,4.0,all_tools
9_nc,4,readability_level_before,2.347826086956522,4.0,all_tools
9_nc,5,readability_level_before,2.25,5.0,all_tools
9_nc,6,readability_level_before,2.7333333333333334,5.0,all_tools
9_nc,7,readability_level_before,2.3043478260869565,12.0,all_tools
9_nc,8,readability_level_before,2.6666666666666665,5.0,all_tools
9_nc,9,readability_level_before,2.933333333333333,8.0,all_tools
9_nc,10,readability_level_before,2.75,8.0,all_tools
9_nc,1,readability_level_ba,2.642857142857143,10.0,all_tools
9_nc,2,readability_level_ba,2.3333333333333335,10.0,all_tools
9_nc,3,readability_level_ba,2.261904761904762,4.0,all_tools
9_nc,4,readability_level_ba,2.3043478260869565,4.0,all_tools
9_nc,5,readability_level_ba,2.25,5.0,all_tools
9_nc,6,readability_level_ba,2.533333333333333,5.0,all_tools
9_nc,7,readability_level_ba,2.1956521739130435,12.0,all_tools
9_nc,8,readability_level_ba,2.5714285714285716,5.0,all_tools
9_nc,9,readability_level_ba,2.966666666666667,8.0,all_tools
9_nc,10,readability_level_ba,2.65625,8.0,all_tools
9_nc,1,time_to_read_complete,97.71571428571428,10.0,all_tools
9_nc,2,time_to_read_complete,131.76166666666668,10.0,all_tools
9_nc,3,time_to_read_complete,180.75071428571428,4.0,all_tools
9_nc,4,time_to_read_complete,191.89021739130433,4.0,all_tools
9_nc,5,time_to_read_complete,155.11781249999996,5.0,all_tools
9_nc,6,time_to_read_complete,114.97499999999998,5.0,all_tools
9_nc,7,time_to_read_complete,166.80847826086958,12.0,all_tools
9_nc,8,time_to_read_complete,134.88285714285712,5.0,all_tools
9_nc,9,time_to_read_complete,81.70666666666666,8.0,all_tools
9_nc,10,time_to_read_complete,115.86906250000001,8.0,all_tools
f,1,perc_correct_output,39.473684210526315,5.0,all_tools
f,2,perc_correct_output,89.47368421052632,4.0,all_tools
f,3,perc_correct_output,78.94736842105263,2.0,all_tools
f,4,perc_correct_output,47.368421052631575,1.0,all_tools
f,5,perc_correct_output,52.63157894736842,1.0,all_tools
f,6,perc_correct_output,100.0,1.0,all_tools
f,7,perc_correct_output,78.94736842105263,0.0,all_tools
f,8,perc_correct_output,61.111111111111114,1.0,all_tools
f,9,perc_correct_output,66.66666666666666,1.0,all_tools
f,10,perc_correct_output,88.88888888888889,3.0,all_tools
f,11,perc_correct_output,94.73684210526315,2.0,all_tools
f,12,perc_correct_output,84.21052631578947,2.0,all_tools
f,13,perc_correct_output,78.94736842105263,2.0,all_tools
