Numbers/keywords (area),AEDQ (min),Operators/literals (area),NMI (avg),#characters (max),Strings/keywords (area),developer_position,Operators (Visual X),Identifiers length (avg),Keywords (Visual X),#comments (avg),TC (avg),Keywords (Visual Y),Identifiers length (max),ITID (avg),IMSQ (avg),Comments (area),Volume,#assignments (dft),Identifiers (Visual X),#assignments (avg),#comments (dft),#parenthesis (dft),Identifiers (area),MIDQ (avg),Operators (Visual Y),#commas (dft),Comments (Visual X),CICsyn (avg),TC (max),Line length (avg),Operators (area),#periods (avg),Line length (max),Cyclomatic complexity,#conditionals (avg),AEDQ (avg),AEDQ (max),Indentation length (avg),#keywords (avg),#parenthesis (avg),NMI (max),#blank lines (avg),Keywords (area),CIC (avg),#numbers (max),#spaces (avg),#keywords (max),#aligned blocks,Operators/keywords (area),PE gen,#identifiers (dft),#numbers (dft),Indentation length (max),Numbers/identifiers (area),Numbers (Visual X),Strings (Visual X),Identifiers (Visual Y),#operators (avg),#commas (avg),Line length (dft),#operators (dft),#parameters,Keywords/identifiers (area),EAP (min),Literals (Visual Y),LOC,#nested blocks (avg),IMSQ (max),Entropy,EAP (avg),CIC (max),Strings (area),MIDQ (min),#keywords (dft),Readability,#identifiers (avg),IMSQ (min),#conditionals (dft),EAP (max),PE spec (java),#numbers (avg),#words (max),Comments (Visual Y),Strings/identifiers (area),#loops (avg),Extent of aligned blocks,#loops (dft),#comparisons (avg),Literals (area),CR,Numbers (area),Numbers (Visual Y),#comparisons (dft),Literals/keywords (area),#identifiers (max),Strings (Visual Y),MIDQ (max),NM (avg),CICsyn (max),TC (min),#spaces (dft),#statements,Indentation length (dft),Literals/identifiers (area),NM (max),#periods (dft),Literals (Visual X),PBU
0.0,162.0,0.183708839,5.59,452,1.434782609,1,117.9166667,8.096385542,118.0,0.09375,0.390990059,34.83193277,27,0.71969697,0.175675676,0.041937816,1122.203063,34,118.0,0.205882353,36,34,0.417208966,0.0,34.81512605,34,118.0,3.711956522,0.793492048,45.68965517,0.076644975,0.344827586,118,4,0.24137931,2614.4,5169.0,12.13793103,0.862068966,0.970588235,10,0.138888889,0.066522054,0.25,2,14.96551724,4,8,1.152173913,4,28,1,24,0.0,0.0,118.0,34.84033613,0.058823529,0.117647059,36,34,2,0.159445407,0.005531468,0.0,36,2.666666667,0.175675676,4.320445806,0.124685269,1,0.095444685,0.0,33,0.567715168,2.862068966,0.175675676,34,0.184262169,2,0.172413793,10,35.0,0.228769497,0.034482759,11,34,0.088235294,0.0,100.0,0.0,0.0,34,0.0,12,34.81512605,0.0,5.727272727,18,0.177122977,34,17,34,0.0,47,34,0,1
0.0,162.0,0.183708839,5.59,452,1.434782609,1,117.9166667,8.096385542,118.0,0.09375,0.390990059,34.83193277,27,0.71969697,0.175675676,0.041937816,1122.203063,34,118.0,0.205882353,36,34,0.417208966,0.0,34.81512605,34,118.0,3.711956522,0.793492048,45.68965517,0.076644975,0.344827586,118,4,0.24137931,2614.4,5169.0,12.13793103,0.862068966,0.970588235,10,0.138888889,0.066522054,0.25,2,14.96551724,4,8,1.152173913,3,28,1,24,0.0,0.0,118.0,34.84033613,0.058823529,0.117647059,36,34,2,0.159445407,0.005531468,0.0,36,2.666666667,0.175675676,4.320445806,0.124685269,1,0.095444685,0.0,33,0.567715168,2.862068966,0.175675676,34,0.184262169,2,0.172413793,10,35.0,0.228769497,0.034482759,11,34,0.088235294,0.0,100.0,0.0,0.0,34,0.0,12,34.81512605,0.0,5.727272727,18,0.177122977,34,17,34,0.0,47,34,0,1
0.0,162.0,0.183708839,5.59,452,1.434782609,1,117.9166667,8.096385542,118.0,0.09375,0.390990059,34.83193277,27,0.71969697,0.175675676,0.041937816,1122.203063,34,118.0,0.205882353,36,34,0.417208966,0.0,34.81512605,34,118.0,3.711956522,0.793492048,45.68965517,0.076644975,0.344827586,118,4,0.24137931,2614.4,5169.0,12.13793103,0.862068966,0.970588235,10,0.138888889,0.066522054,0.25,2,14.96551724,4,8,1.152173913,3,28,1,24,0.0,0.0,118.0,34.84033613,0.058823529,0.117647059,36,34,2,0.159445407,0.005531468,0.0,36,2.666666667,0.175675676,4.320445806,0.124685269,1,0.095444685,0.0,33,0.567715168,2.862068966,0.175675676,34,0.184262169,2,0.172413793,10,35.0,0.228769497,0.034482759,11,34,0.088235294,0.0,100.0,0.0,0.0,34,0.0,12,34.81512605,0.0,5.727272727,18,0.177122977,34,17,34,0.0,47,34,0,1
0.0,162.0,0.183708839,5.59,452,1.434782609,1,117.9166667,8.096385542,118.0,0.09375,0.390990059,34.83193277,27,0.71969697,0.175675676,0.041937816,1122.203063,34,118.0,0.205882353,36,34,0.417208966,0.0,34.81512605,34,118.0,3.711956522,0.793492048,45.68965517,0.076644975,0.344827586,118,4,0.24137931,2614.4,5169.0,12.13793103,0.862068966,0.970588235,10,0.138888889,0.066522054,0.25,2,14.96551724,4,8,1.152173913,2,28,1,24,0.0,0.0,118.0,34.84033613,0.058823529,0.117647059,36,34,2,0.159445407,0.005531468,0.0,36,2.666666667,0.175675676,4.320445806,0.124685269,1,0.095444685,0.0,33,0.567715168,2.862068966,0.175675676,34,0.184262169,1,0.172413793,10,35.0,0.228769497,0.034482759,11,34,0.088235294,0.0,100.0,0.0,0.0,34,0.0,12,34.81512605,0.0,5.727272727,18,0.177122977,34,17,34,0.0,47,34,0,0
0.0,162.0,0.183708839,5.59,452,1.434782609,3,117.9166667,8.096385542,118.0,0.09375,0.390990059,34.83193277,27,0.71969697,0.175675676,0.041937816,1122.203063,34,118.0,0.205882353,36,34,0.417208966,0.0,34.81512605,34,118.0,3.711956522,0.793492048,45.68965517,0.076644975,0.344827586,118,4,0.24137931,2614.4,5169.0,12.13793103,0.862068966,0.970588235,10,0.138888889,0.066522054,0.25,2,14.96551724,4,8,1.152173913,6,28,1,24,0.0,0.0,118.0,34.84033613,0.058823529,0.117647059,36,34,2,0.159445407,0.005531468,0.0,36,2.666666667,0.175675676,4.320445806,0.124685269,1,0.095444685,0.0,33,0.567715168,2.862068966,0.175675676,34,0.184262169,1,0.172413793,10,35.0,0.228769497,0.034482759,11,34,0.088235294,0.0,100.0,0.0,0.0,34,0.0,12,34.81512605,0.0,5.727272727,18,0.177122977,34,17,34,0.0,47,34,0,1
0.0,162.0,0.183708839,5.59,452,1.434782609,2,117.9166667,8.096385542,118.0,0.09375,0.390990059,34.83193277,27,0.71969697,0.175675676,0.041937816,1122.203063,34,118.0,0.205882353,36,34,0.417208966,0.0,34.81512605,34,118.0,3.711956522,0.793492048,45.68965517,0.076644975,0.344827586,118,4,0.24137931,2614.4,5169.0,12.13793103,0.862068966,0.970588235,10,0.138888889,0.066522054,0.25,2,14.96551724,4,8,1.152173913,4,28,1,24,0.0,0.0,118.0,34.84033613,0.058823529,0.117647059,36,34,2,0.159445407,0.005531468,0.0,36,2.666666667,0.175675676,4.320445806,0.124685269,1,0.095444685,0.0,33,0.567715168,2.862068966,0.175675676,34,0.184262169,2,0.172413793,10,35.0,0.228769497,0.034482759,11,34,0.088235294,0.0,100.0,0.0,0.0,34,0.0,12,34.81512605,0.0,5.727272727,18,0.177122977,34,17,34,0.0,47,34,0,1
0.0,162.0,0.183708839,5.59,452,1.434782609,2,117.9166667,8.096385542,118.0,0.09375,0.390990059,34.83193277,27,0.71969697,0.175675676,0.041937816,1122.203063,34,118.0,0.205882353,36,34,0.417208966,0.0,34.81512605,34,118.0,3.711956522,0.793492048,45.68965517,0.076644975,0.344827586,118,4,0.24137931,2614.4,5169.0,12.13793103,0.862068966,0.970588235,10,0.138888889,0.066522054,0.25,2,14.96551724,4,8,1.152173913,4,28,1,24,0.0,0.0,118.0,34.84033613,0.058823529,0.117647059,36,34,2,0.159445407,0.005531468,0.0,36,2.666666667,0.175675676,4.320445806,0.124685269,1,0.095444685,0.0,33,0.567715168,2.862068966,0.175675676,34,0.184262169,2,0.172413793,10,35.0,0.228769497,0.034482759,11,34,0.088235294,0.0,100.0,0.0,0.0,34,0.0,12,34.81512605,0.0,5.727272727,18,0.177122977,34,17,34,0.0,47,34,0,1
0.0,162.0,0.183708839,5.59,452,1.434782609,4,117.9166667,8.096385542,118.0,0.09375,0.390990059,34.83193277,27,0.71969697,0.175675676,0.041937816,1122.203063,34,118.0,0.205882353,36,34,0.417208966,0.0,34.81512605,34,118.0,3.711956522,0.793492048,45.68965517,0.076644975,0.344827586,118,4,0.24137931,2614.4,5169.0,12.13793103,0.862068966,0.970588235,10,0.138888889,0.066522054,0.25,2,14.96551724,4,8,1.152173913,2,28,1,24,0.0,0.0,118.0,34.84033613,0.058823529,0.117647059,36,34,2,0.159445407,0.005531468,0.0,36,2.666666667,0.175675676,4.320445806,0.124685269,1,0.095444685,0.0,33,0.567715168,2.862068966,0.175675676,34,0.184262169,6,0.172413793,10,35.0,0.228769497,0.034482759,11,34,0.088235294,0.0,100.0,0.0,0.0,34,0.0,12,34.81512605,0.0,5.727272727,18,0.177122977,34,17,34,0.0,47,34,0,1
0.0,388.0,0.177966102,5.525862069,313,25.2962963,4,125.9032258,8.725490196,125.8709677,0.037037037,0.299252801,29.84251969,53,0.635294118,0.754123264,0.0,1054.581348,28,126.0,0.142857143,31,1,0.352870813,0.0,29.92913386,28,0.0,3.311111111,0.299252801,55.80769231,0.062799043,1.346153846,157,3,0.0,388.0,388.0,8.153846154,0.230769231,0.964285714,10,0.064516129,0.016148325,0.017647059,15,11.92307692,3,70,3.888888889,3,28,28,16,0.0,0.0,126.0,29.8976378,0.178571429,0.071428571,31,28,0,0.045762712,0.0,0.0,31,2.0,1.0,5.129361476,0.0,3,0.408492823,0.0,28,0.577517688,3.923076923,0.5,1,0.0,3,1.615384615,17,0.0,1.157627119,0.0,192,1,0.0,0.0,100.0,0.0,0.0,1,0.0,11,29.99212598,0.0,4.623529412,18,1.0,26,22,1,0.0,37,28,0,1
0.0,388.0,0.177966102,5.525862069,313,25.2962963,1,125.9032258,8.725490196,125.8709677,0.037037037,0.299252801,29.84251969,53,0.635294118,0.754123264,0.0,1054.581348,28,126.0,0.142857143,31,1,0.352870813,0.0,29.92913386,28,0.0,3.311111111,0.299252801,55.80769231,0.062799043,1.346153846,157,3,0.0,388.0,388.0,8.153846154,0.230769231,0.964285714,10,0.064516129,0.016148325,0.017647059,15,11.92307692,3,70,3.888888889,4,28,28,16,0.0,0.0,126.0,29.8976378,0.178571429,0.071428571,31,28,0,0.045762712,0.0,0.0,31,2.0,1.0,5.129361476,0.0,3,0.408492823,0.0,28,0.577517688,3.923076923,0.5,1,0.0,2,1.615384615,17,0.0,1.157627119,0.0,192,1,0.0,0.0,100.0,0.0,0.0,1,0.0,11,29.99212598,0.0,4.623529412,18,1.0,26,22,1,0.0,37,28,0,1
0.0,388.0,0.177966102,5.525862069,313,25.2962963,1,125.9032258,8.725490196,125.8709677,0.037037037,0.299252801,29.84251969,53,0.635294118,0.754123264,0.0,1054.581348,28,126.0,0.142857143,31,1,0.352870813,0.0,29.92913386,28,0.0,3.311111111,0.299252801,55.80769231,0.062799043,1.346153846,157,3,0.0,388.0,388.0,8.153846154,0.230769231,0.964285714,10,0.064516129,0.016148325,0.017647059,15,11.92307692,3,70,3.888888889,3,28,28,16,0.0,0.0,126.0,29.8976378,0.178571429,0.071428571,31,28,0,0.045762712,0.0,0.0,31,2.0,1.0,5.129361476,0.0,3,0.408492823,0.0,28,0.577517688,3.923076923,0.5,1,0.0,2,1.615384615,17,0.0,1.157627119,0.0,192,1,0.0,0.0,100.0,0.0,0.0,1,0.0,11,29.99212598,0.0,4.623529412,18,1.0,26,22,1,0.0,37,28,0,0
0.0,388.0,0.177966102,5.525862069,313,25.2962963,1,125.9032258,8.725490196,125.8709677,0.037037037,0.299252801,29.84251969,53,0.635294118,0.754123264,0.0,1054.581348,28,126.0,0.142857143,31,1,0.352870813,0.0,29.92913386,28,0.0,3.311111111,0.299252801,55.80769231,0.062799043,1.346153846,157,3,0.0,388.0,388.0,8.153846154,0.230769231,0.964285714,10,0.064516129,0.016148325,0.017647059,15,11.92307692,3,70,3.888888889,3,28,28,16,0.0,0.0,126.0,29.8976378,0.178571429,0.071428571,31,28,0,0.045762712,0.0,0.0,31,2.0,1.0,5.129361476,0.0,3,0.408492823,0.0,28,0.577517688,3.923076923,0.5,1,0.0,2,1.615384615,17,0.0,1.157627119,0.0,192,1,0.0,0.0,100.0,0.0,0.0,1,0.0,11,29.99212598,0.0,4.623529412,18,1.0,26,22,1,0.0,37,28,0,0
0.0,388.0,0.177966102,5.525862069,313,25.2962963,1,125.9032258,8.725490196,125.8709677,0.037037037,0.299252801,29.84251969,53,0.635294118,0.754123264,0.0,1054.581348,28,126.0,0.142857143,31,1,0.352870813,0.0,29.92913386,28,0.0,3.311111111,0.299252801,55.80769231,0.062799043,1.346153846,157,3,0.0,388.0,388.0,8.153846154,0.230769231,0.964285714,10,0.064516129,0.016148325,0.017647059,15,11.92307692,3,70,3.888888889,2,28,28,16,0.0,0.0,126.0,29.8976378,0.178571429,0.071428571,31,28,0,0.045762712,0.0,0.0,31,2.0,1.0,5.129361476,0.0,3,0.408492823,0.0,28,0.577517688,3.923076923,0.5,1,0.0,1,1.615384615,17,0.0,1.157627119,0.0,192,1,0.0,0.0,100.0,0.0,0.0,1,0.0,11,29.99212598,0.0,4.623529412,18,1.0,26,22,1,0.0,37,28,0,0
0.0,388.0,0.177966102,5.525862069,313,25.2962963,3,125.9032258,8.725490196,125.8709677,0.037037037,0.299252801,29.84251969,53,0.635294118,0.754123264,0.0,1054.581348,28,126.0,0.142857143,31,1,0.352870813,0.0,29.92913386,28,0.0,3.311111111,0.299252801,55.80769231,0.062799043,1.346153846,157,3,0.0,388.0,388.0,8.153846154,0.230769231,0.964285714,10,0.064516129,0.016148325,0.017647059,15,11.92307692,3,70,3.888888889,6,28,28,16,0.0,0.0,126.0,29.8976378,0.178571429,0.071428571,31,28,0,0.045762712,0.0,0.0,31,2.0,1.0,5.129361476,0.0,3,0.408492823,0.0,28,0.577517688,3.923076923,0.5,1,0.0,1,1.615384615,17,0.0,1.157627119,0.0,192,1,0.0,0.0,100.0,0.0,0.0,1,0.0,11,29.99212598,0.0,4.623529412,18,1.0,26,22,1,0.0,37,28,0,1
0.0,388.0,0.177966102,5.525862069,313,25.2962963,4,125.9032258,8.725490196,125.8709677,0.037037037,0.299252801,29.84251969,53,0.635294118,0.754123264,0.0,1054.581348,28,126.0,0.142857143,31,1,0.352870813,0.0,29.92913386,28,0.0,3.311111111,0.299252801,55.80769231,0.062799043,1.346153846,157,3,0.0,388.0,388.0,8.153846154,0.230769231,0.964285714,10,0.064516129,0.016148325,0.017647059,15,11.92307692,3,70,3.888888889,3,28,28,16,0.0,0.0,126.0,29.8976378,0.178571429,0.071428571,31,28,0,0.045762712,0.0,0.0,31,2.0,1.0,5.129361476,0.0,3,0.408492823,0.0,28,0.577517688,3.923076923,0.5,1,0.0,3,1.615384615,17,0.0,1.157627119,0.0,192,1,0.0,0.0,100.0,0.0,0.0,1,0.0,11,29.99212598,0.0,4.623529412,18,1.0,26,22,1,0.0,37,28,0,1
0.0,388.0,0.177966102,5.525862069,313,25.2962963,1,125.9032258,8.725490196,125.8709677,0.037037037,0.299252801,29.84251969,53,0.635294118,0.754123264,0.0,1054.581348,28,126.0,0.142857143,31,1,0.352870813,0.0,29.92913386,28,0.0,3.311111111,0.299252801,55.80769231,0.062799043,1.346153846,157,3,0.0,388.0,388.0,8.153846154,0.230769231,0.964285714,10,0.064516129,0.016148325,0.017647059,15,11.92307692,3,70,3.888888889,3,28,28,16,0.0,0.0,126.0,29.8976378,0.178571429,0.071428571,31,28,0,0.045762712,0.0,0.0,31,2.0,1.0,5.129361476,0.0,3,0.408492823,0.0,28,0.577517688,3.923076923,0.5,1,0.0,3,1.615384615,17,0.0,1.157627119,0.0,192,1,0.0,0.0,100.0,0.0,0.0,1,0.0,11,29.99212598,0.0,4.623529412,18,1.0,26,22,1,0.0,37,28,0,1
0.0,450.0,0.174041298,5.803571429,459,0.310344828,1,94.95,9.540540541,94.925,0.514285714,0.549649414,38.72916667,23,0.947368421,0.666666667,0.524556617,573.2580645,21,94.975,0.095238095,40,21,0.231241473,0.7752,38.82291667,21,95.0,3.869047619,0.894427191,41.0,0.040245566,0.411764706,95,4,0.117647059,1876.166667,5169.0,11.29411765,0.823529412,0.857142857,10,0.1,0.039563438,2.070175439,0,12.76470588,3,39,1.017241379,4,21,1,32,0.0,0.0,95.0,38.88541667,0.0,0.095238095,40,1,1,0.171091445,0.184262169,0.0,40,2.5,0.75,4.294508311,0.458913899,7,0.012278308,0.647575,21,0.693161428,2.176470588,0.5,20,1.0,1,0.0,15,38.91666667,0.053097345,0.058823529,53,21,0.142857143,0.0,100.0,0.0,0.0,21,0.0,6,38.59375,1.0,5.403508772,14,0.25819889,21,9,21,0.0,47,21,0,1
0.0,450.0,0.174041298,5.803571429,459,0.310344828,1,94.95,9.540540541,94.925,0.514285714,0.549649414,38.72916667,23,0.947368421,0.666666667,0.524556617,573.2580645,21,94.975,0.095238095,40,21,0.231241473,0.7752,38.82291667,21,95.0,3.869047619,0.894427191,41.0,0.040245566,0.411764706,95,4,0.117647059,1876.166667,5169.0,11.29411765,0.823529412,0.857142857,10,0.1,0.039563438,2.070175439,0,12.76470588,3,39,1.017241379,5,21,1,32,0.0,0.0,95.0,38.88541667,0.0,0.095238095,40,1,1,0.171091445,0.184262169,0.0,40,2.5,0.75,4.294508311,0.458913899,7,0.012278308,0.647575,21,0.693161428,2.176470588,0.5,20,1.0,5,0.0,15,38.91666667,0.053097345,0.058823529,53,21,0.142857143,0.0,100.0,0.0,0.0,21,0.0,6,38.59375,1.0,5.403508772,14,0.25819889,21,9,21,0.0,47,21,0,1
