dataset_id,snippet_id,person_id,developer_position,PE gen,PE spec (java),time_to_give_output,correct_output_rating,output_difficulty,brain_deact_31ant,brain_deact_31post,brain_deact_32,time_to_understand,readability_level,binary_understandability,correct_verif_questions,gap_accuracy,readability_level_ba,readability_level_before,time_to_read_complete,perc_correct_output,complexity_level,brain_deact_31,warnings_checker_framework,warnings_typestate_checker,warnings_infer,warnings_openjml,warning_sum,method_name,file,#parameters,#assignments,#commas,#periods,#spaces,#literals,#statements,Volume,Entropy,#identifiers,CR,#conditionals (avg),#loops (avg),#assignments (avg),#comparisons (avg),#comments (avg),#operators (avg),Identifiers Length (avg),#keywords (avg),#commas (avg),#parenthesis (avg),#periods (avg),#spaces (avg),Line length (avg),Indentation length (avg),#blank lines (avg),#numbers (avg),#identifiers (avg),#nested blocks (avg),MIDQ (avg),CIC (avg),CICSyn (avg),#numbers (max),Identifiers length (max),Indentation length (max),Line length (max),#keywords (max),#identifiers (max),#words (max),MIDQ (max),CIC (max),CICSyn (max),#identifiers (min),MIDQ (min),Cyclomatic complexity,NMI (avg),NMI (max),ITID (avg),ITID (min),NM (avg),NM (max),LOC,#assignments (dft),#characters (max),#commas (dft),#comments (dft),Comments (Visual X),Comments (Visual Y),#comparisons (dft),#conditionals (dft),#identifiers (dft),Identifiers (Visual X),Identifiers (Visual Y),#keywords (dft),Literals (Visual X),Literals (Visual Y),#loops (dft),#numbers (dft),Numbers (Visual X),Numbers (Visual Y),Operators (Visual X),Operators (Visual Y),#operators (dft),#parenthesis (dft),#periods (dft),#spaces (dft),Strings (Visual X),Strings (Visual Y),Indentation length (dft),Line length (dft),#aligned blocks,Extent of aligned blocks,TC (avg),TC (min),TC (max),Readability,Keywords (Visual X),Keywords (Visual Y),PBU,ABU,ABU50,BD,BD50,AU
6,1-ClassifierPerformanceEvaluatorCustomizer,5,2.0,2.0,2.0,,,,,,,34.0,,1.0,1.0,,,,,,,,1,19,0,4,24,addButtons,ds_6_snip_1$ClassifierPerformanceEvaluatorCustomizer_addButtons.java,0,6,4,16,410,12,44,485.88941405871947,2.1129174875132137,66,0.0,0.1052631578947368,0.0263157894736842,0.1578947368421052,0.1052631578947368,0.0,0.0263157894736842,8.636363636363637,0.3947368421052631,0.1052631578947368,1.631578947368421,0.4210526315789473,10.789473684210526,31.625,9.157894736842104,0.131578947368421,0.131578947368421,1.736842105263158,0.131578947368421,0.0,0.0,0.0,2,28,20.0,104.0,2,6,23,0.0,0.0,0.0,1,100.0,8,2.8292682926829267,28.0,0.2466666666666666,0.0,1.6766666666666667,17,41,45,446,46,45,0.0,0.0,46,46,46,77.93478261,44.82278481,46,0,0.0,46,46,77.54347826,44.69620253,77.93478261,44.74683544,46,46,46,46,77.93478261,44.69620253,46,46,39,53,,,,0.431357617,77.93478261,44.72151899,1,1,1,0,0,3
6,1-EstimatorUtils,5,2.0,2.0,2.0,,,,,,,103.0,,1.0,0.666666667,,,,,,,,0,4,1,1,6,getMinMax,ds_6_snip_1$EstimatorUtils_getMinMax.java,3,13,2,18,412,7,50,505.3280236594613,2.279576571835267,76,99.905,0.1621621621621621,0.027027027027027,0.3513513513513513,0.1081081081081081,0.054054054054054,0.0,7.671052631578948,0.5675675675675675,0.054054054054054,1.6216216216216215,0.4864864864864865,11.135135135135137,33.78378378378378,9.08108108108108,0.054054054054054,0.1081081081081081,2.054054054054054,0.2432432432432432,0.0,0.0353290431595951,0.0319228038634189,1,18,24.0,94.0,5,5,27,0.0,0.1219512195121951,0.108695652173913,1,100.0,12,6.4,27.0,0.4950617283950617,0.0,2.269135802469136,21,40,41,556,43,53,80.86792453,51.98780488,43,43,43,80.9245283,51.87804878,43,0,0.0,43,43,80.73584906,51.79268293,80.69811321,51.7195122,43,43,43,43,81.0,52.0,43,38,88,107,,,,0.49880141,80.9245283,51.95121951,1,0,1,1,0,2
6,1-GeneratorPropertyIteratorPanel,5,2.0,2.0,2.0,,,,,,,,,0.0,0.0,,,,,,,,3,2,1,13,19,actionPerformed,ds_6_snip_1$GeneratorPropertyIteratorPanel_actionPerformed.java,1,2,2,19,341,13,39,361.6563306582419,1.825800595313052,52,114.115,0.1612903225806451,0.032258064516129,0.064516129032258,0.1935483870967742,0.0967741935483871,0.0,9.98076923076923,0.3548387096774194,0.064516129032258,2.0,0.6129032258064516,11.0,35.16129032258065,9.548387096774194,0.064516129032258,0.0967741935483871,1.6774193548387095,0.2903225806451613,0.0,0.0289321151390116,0.0221412429094166,1,22,16.0,90.0,2,5,18,0.0,0.3333333333333333,0.1724137931034483,1,100.0,7,1.8529411764705883,21.0,0.2151515151515151,0.0,1.1787878787878787,37,34,37,427,37,43,72.93023256,42.0,37,37,37,73.0,41.89189189,37,0,0.0,37,37,72.93023256,41.87837838,72.93023256,41.86486486,37,37,37,37,73.0,41.43243243,37,40,40,53,,,,0.767235518,73.0,41.66216216,0,0,0,0,0,0
6,1-ModelPerformanceChart,5,2.0,2.0,2.0,,,,,,,98.0,,1.0,0.333333333,,,,,,,,3,14,0,29,46,performRequest,ds_6_snip_1$ModelPerformanceChart_performRequest.java,1,8,2,26,479,14,47,502.30320088995046,1.7253018770957154,65,27.485000000000014,0.0769230769230769,0.0,0.2051282051282051,0.0256410256410256,0.0512820512820512,0.0256410256410256,8.261538461538462,0.4102564102564102,0.0512820512820512,1.2820512820512822,0.6666666666666666,12.282051282051285,31.925,10.871794871794872,0.0256410256410256,0.0769230769230769,1.6666666666666667,0.1794871794871795,0.0,0.0139714985868832,0.0160800214398229,2,24,24.0,77.0,2,7,27,0.0,0.1363636363636363,0.1290322580645161,1,100.0,7,2.4047619047619047,15.0,0.2738095238095238,0.0,1.6263736263736264,23,42,44,540,44,50,72.96,48.97297297,44,44,44,71.7,48.94594595,44,0,0.0,1,44,73.0,48.93243243,72.82,48.90540541,44,44,44,44,72.96,48.86486486,44,1,52,94,,,,0.728879601,72.96,48.7027027,1,0,0,1,1,1
6,1-SpringBatch,5,2.0,2.0,2.0,,,,,,,182.0,,1.0,0.333333333,,,,,,,,0,17,0,7,24,testFailureAndRecovery,ds_6_snip_1$SpringBatch_testFailureAndRecovery.java,0,3,9,15,692,7,42,516.2341910549894,1.598810820036897,83,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0222222222222222,9.49397590361446,0.6,0.2,1.6,0.3333333333333333,15.377777777777778,37.645833333333336,13.688888888888888,0.0,0.0444444444444444,1.8444444444444448,0.1333333333333333,0.0,0.0,0.0,1,22,28.0,112.0,3,7,31,0.0,0.0,0.0,1,100.0,11,4.895833333333333,19.0,0.5317142857142857,0.0,2.543904761904762,22,48,48,160,48,1,0.0,0.0,48,1,44,100.9375,46.78431373,48,0,0.0,1,48,0.0,0.0,100.9583333,46.76470588,48,44,48,48,100.9583333,46.88235294,48,43,77,80,,,,0.489948098,100.9791667,46.71568627,1,0,0,1,1,1
6,5-SpringBatch,5,2.0,2.0,2.0,,,,,,,436.0,,1.0,0.333333333,,,,,,,,0,9,1,2,12,initWriterForSimpleCallbackTests,ds_6_snip_5$SpringBatch_initWriterForSimpleCallbackTests.java,0,3,4,10,283,7,26,260.05594662738457,2.117817275215564,46,0.0,0.0,0.0,0.1034482758620689,0.0,0.0,0.0,10.76086956521739,0.5862068965517241,0.1379310344827586,1.3793103448275863,0.3448275862068966,9.758620689655173,31.70967741935484,8.137931034482758,0.1724137931034483,0.0,1.5862068965517242,0.1379310344827586,0.0,0.0,0.0,0,32,16.0,69.0,3,4,19,0.0,0.0,0.0,2,100.0,7,4.0625,21.0,0.4791666666666667,0.25,1.7083333333333333,10,32,34,97,34,35,0.0,0.0,1,1,33,97.94594595,35.33333333,33,0,0.0,1,34,0.0,0.0,97.94594595,35.38383838,1,33,32,34,98.0,35.83838384,34,36,33,33,,,,0.628293008,97.97297297,35.44444444,1,0,0,1,1,1
6,1-CarReport,6,2.0,3.0,3.0,,,,,,,,,0.0,0.0,,,,,,,,1,14,1,6,22,save,ds_6_snip_1$CarReport_save.java,0,4,1,21,259,3,34,354.2428288627686,2.332275645435662,60,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0333333333333333,0.0,0.0,9.933333333333334,0.5666666666666667,0.0333333333333333,2.1333333333333333,0.7,8.633333333333333,34.5625,7.2,0.1333333333333333,0.0,2.0,0.1333333333333333,0.0,0.0,0.0,0,31,12.0,84.0,2,6,17,0.0,0.0,0.0,1,100.0,5,3.606060606060606,14.0,0.3212962962962963,0.0,3.175,17,33,36,383,37,37,0.0,0.0,37,37,36,87.94594595,35.78651685,37,0,0.0,1,37,0.0,0.0,87.91891892,35.82022472,1,37,37,36,0.0,0.0,36,36,59,63,,,,0.616645609,87.94594595,35.82022472,0,0,0,0,0,0
6,1-ClassifierPerformanceEvaluatorCustomizer,6,2.0,3.0,3.0,,,,,,,23.0,,1.0,0.333333333,,,,,,,,1,19,0,4,24,addButtons,ds_6_snip_1$ClassifierPerformanceEvaluatorCustomizer_addButtons.java,0,6,4,16,410,12,44,485.88941405871947,2.1129174875132137,66,0.0,0.1052631578947368,0.0263157894736842,0.1578947368421052,0.1052631578947368,0.0,0.0263157894736842,8.636363636363637,0.3947368421052631,0.1052631578947368,1.631578947368421,0.4210526315789473,10.789473684210526,31.625,9.157894736842104,0.131578947368421,0.131578947368421,1.736842105263158,0.131578947368421,0.0,0.0,0.0,2,28,20.0,104.0,2,6,23,0.0,0.0,0.0,1,100.0,8,2.8292682926829267,28.0,0.2466666666666666,0.0,1.6766666666666667,17,41,45,446,46,45,0.0,0.0,46,46,46,77.93478261,44.82278481,46,0,0.0,46,46,77.54347826,44.69620253,77.93478261,44.74683544,46,46,46,46,77.93478261,44.69620253,46,46,39,53,,,,0.431357617,77.93478261,44.72151899,1,0,0,1,1,1
6,1-EstimatorUtils,6,2.0,3.0,3.0,,,,,,,,,0.0,0.0,,,,,,,,0,4,1,1,6,getMinMax,ds_6_snip_1$EstimatorUtils_getMinMax.java,3,13,2,18,412,7,50,505.3280236594613,2.279576571835267,76,99.905,0.1621621621621621,0.027027027027027,0.3513513513513513,0.1081081081081081,0.054054054054054,0.0,7.671052631578948,0.5675675675675675,0.054054054054054,1.6216216216216215,0.4864864864864865,11.135135135135137,33.78378378378378,9.08108108108108,0.054054054054054,0.1081081081081081,2.054054054054054,0.2432432432432432,0.0,0.0353290431595951,0.0319228038634189,1,18,24.0,94.0,5,5,27,0.0,0.1219512195121951,0.108695652173913,1,100.0,12,6.4,27.0,0.4950617283950617,0.0,2.269135802469136,21,40,41,556,43,53,80.86792453,51.98780488,43,43,43,80.9245283,51.87804878,43,0,0.0,43,43,80.73584906,51.79268293,80.69811321,51.7195122,43,43,43,43,81.0,52.0,43,38,88,107,,,,0.49880141,80.9245283,51.95121951,0,0,0,0,0,0
6,1-GeneratorPropertyIteratorPanel,6,2.0,3.0,3.0,,,,,,,147.0,,1.0,0.0,,,,,,,,3,2,1,13,19,actionPerformed,ds_6_snip_1$GeneratorPropertyIteratorPanel_actionPerformed.java,1,2,2,19,341,13,39,361.6563306582419,1.825800595313052,52,114.115,0.1612903225806451,0.032258064516129,0.064516129032258,0.1935483870967742,0.0967741935483871,0.0,9.98076923076923,0.3548387096774194,0.064516129032258,2.0,0.6129032258064516,11.0,35.16129032258065,9.548387096774194,0.064516129032258,0.0967741935483871,1.6774193548387095,0.2903225806451613,0.0,0.0289321151390116,0.0221412429094166,1,22,16.0,90.0,2,5,18,0.0,0.3333333333333333,0.1724137931034483,1,100.0,7,1.8529411764705883,21.0,0.2151515151515151,0.0,1.1787878787878787,37,34,37,427,37,43,72.93023256,42.0,37,37,37,73.0,41.89189189,37,0,0.0,37,37,72.93023256,41.87837838,72.93023256,41.86486486,37,37,37,37,73.0,41.43243243,37,40,40,53,,,,0.767235518,73.0,41.66216216,1,0,0,1,1,0
6,1-SpringBatch,6,2.0,3.0,3.0,,,,,,,65.0,,1.0,0.333333333,,,,,,,,0,17,0,7,24,testFailureAndRecovery,ds_6_snip_1$SpringBatch_testFailureAndRecovery.java,0,3,9,15,692,7,42,516.2341910549894,1.598810820036897,83,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0222222222222222,9.49397590361446,0.6,0.2,1.6,0.3333333333333333,15.377777777777778,37.645833333333336,13.688888888888888,0.0,0.0444444444444444,1.8444444444444448,0.1333333333333333,0.0,0.0,0.0,1,22,28.0,112.0,3,7,31,0.0,0.0,0.0,1,100.0,11,4.895833333333333,19.0,0.5317142857142857,0.0,2.543904761904762,22,48,48,160,48,1,0.0,0.0,48,1,44,100.9375,46.78431373,48,0,0.0,1,48,0.0,0.0,100.9583333,46.76470588,48,44,48,48,100.9583333,46.88235294,48,43,77,80,,,,0.489948098,100.9791667,46.71568627,1,0,0,1,1,1
6,2-CarReport,6,2.0,3.0,3.0,,,,,,,66.0,,1.0,0.666666667,,,,,,,,0,91,1,2,94,onCreate,ds_6_snip_2$CarReport_onCreate.java,1,7,7,43,344,1,46,785.616449215933,2.592852783462209,125,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.0,9.56,0.4090909090909091,0.1590909090909091,1.8636363636363635,0.9772727272727272,7.818181818181818,38.16326530612245,6.363636363636363,0.1136363636363636,0.0,2.840909090909091,0.0,0.0,0.0,0.0,0,33,12.0,102.0,5,8,19,0.0,0.0,0.0,1,100.0,6,5.829787234042553,25.0,0.3912151067323481,0.0,4.664614121510673,34,47,52,524,52,52,0.0,0.0,1,1,52,106.0,50.86915888,52,0,0.0,1,52,0.0,0.0,105.9038462,50.74766355,1,51,52,51,0.0,0.0,51,52,202,285,,,,0.698907711,105.9615385,50.82242991,1,0,1,1,0,2
6,3-CarReport,6,2.0,3.0,3.0,,,,,,,111.0,,1.0,0.666666667,,,,,,,,9,12,1,2,24,handleFABClick,ds_6_snip_3$CarReport_handleFABClick.java,2,8,11,19,251,3,28,511.02217435434267,3.032309812882988,76,0.0,0.037037037037037,0.037037037037037,0.2962962962962963,0.037037037037037,0.0,0.1111111111111111,8.473684210526315,0.7037037037037037,0.4074074074074074,2.2222222222222223,0.7037037037037037,9.296296296296296,41.07142857142857,6.666666666666667,0.1111111111111111,0.037037037037037,2.814814814814815,0.1111111111111111,0.0,0.0,0.0,1,23,16.0,141.0,5,7,22,0.0,0.0,0.0,1,100.0,5,5.4,23.0,0.4384523809523809,0.0,2.92154761904762,17,30,33,472,32,33,0.0,0.0,33,33,33,99.84848485,31.73267327,33,0,0.0,33,33,0.0,0.0,99.78787879,31.7029703,33,33,33,33,100.0,32.0,33,32,28,28,,,,0.395569958,99.90909091,31.8019802,1,0,1,1,0,2
6,4-SpringBatch,6,2.0,3.0,3.0,,,,,,,222.0,,1.0,0.333333333,,,,,,,,2,8,0,2,12,testCustomRecordSeparatorMultilineBlankLineAfterEnd,ds_6_snip_4$SpringBatch_testCustomRecordSeparatorMultilineBlankLineAfterEnd.java,0,1,2,7,215,5,20,210.90827503317325,2.2277038855296274,40,201.76,0.04,0.0,0.04,0.0,0.04,0.0,9.2,0.48,0.08,1.28,0.28,8.6,26.55172413793104,7.2,0.32,0.0,1.6,0.04,0.0,0.0355555555555555,0.0215714285714285,0,51,16.0,84.0,3,4,19,0.0,0.25,0.125,1,100.0,6,4.607142857142857,15.0,0.6777777777777777,0.3333333333333333,8.966666666666667,36,28,36,82,36,36,90.0,36.0,1,36,34,89.94594595,35.73626374,36,0,0.0,1,36,0.0,0.0,89.81081081,35.76923077,1,34,36,36,89.91891892,35.89010989,36,37,24,24,,,,0.819968209,89.97297297,35.7032967,1,0,0,1,1,1
