metric,dataset_id,metric_type,expected_cor,num_snippets_for_correlation,kendalls_tau,kendalls_p_value,expected_cor?,cor_intepretation,stat_significant?,pearsons_r,pearsons_p_value,fisher_z,fisher_z_sqrd_se
readability_level_before,9_gc,rating,negative,10,-0.3359355065735126,0.218311625181403,*,medium,,-0.27793859895054607,0.4368396270075866,-0.27109614517713226,0.14285714285714285
time_to_read_complete,9_gc,time,positive,10,-0.3598637460328732,0.1838095557893692,,medium,,-0.2133891236336307,0.5538920616236983,-0.21023594780252558,0.14285714285714285
gap_accuracy,9_nc,correctness,negative,10,-0.13840913308956662,0.6092119761915052,*,small,,-0.12967052278914168,0.7210672952021011,-0.12895098882780653,0.14285714285714285
readability_level_ba,9_nc,rating,negative,10,-0.13840913308956662,0.6092119761915052,*,small,,-0.3518398376459992,0.3187582440812864,-0.33831293176893457,0.14285714285714285
readability_level_before,9_nc,rating,negative,10,-0.13840913308956662,0.6092119761915052,*,small,,-0.2711641241983274,0.44855381237463426,-0.2647965420803826,0.14285714285714285
time_to_read_complete,9_nc,time,positive,10,-0.027681826617913324,0.9185663957730847,,none,,0.11949068220506731,0.7423143428478737,0.1189268080760656,0.14285714285714285
brain_deact_31,f,physiological,negative,16,0.08475793795260131,0.6923284900281212,,none,,0.26758889665582597,0.31636362601926915,0.2614631969949926,0.07692307692307693
brain_deact_32,f,physiological,negative,16,0.08475793795260131,0.6923284900281212,,none,,0.3638014661657114,0.16599740716184522,0.34891681633318533,0.07692307692307693
complexity_level,f,rating,positive,16,0.34045327482409776,0.11319653647062308,*,medium,,0.8089105185696809,0.00014803990566670722,0.6801506185840785,0.07692307692307693
perc_correct_output,f,correctness,negative,16,-0.4978586625371179,0.021337320545634527,*,medium,*,-0.708039770295619,0.002146794271705544,-0.6161014278880136,0.07692307692307693
time_to_understand,f,time,positive,16,-0.01695158759052026,0.9369217280976989,,none,,0.042629892948150894,0.8754359960341184,0.04260409719101011,0.07692307692307693
