dataset,snippet,metric,metric_value,#_of_warnings,tool,dataset_id,metric_type,expected_cor
3,44,readability_level,4.07,6,all_tools,3,rating,negative
3,45,readability_level,3.84,21,all_tools,3,rating,negative
3,46,readability_level,3.76,15,all_tools,3,rating,negative
3,47,readability_level,3.88,17,all_tools,3,rating,negative
3,48,readability_level,3.93,4,all_tools,3,rating,negative
3,49,readability_level,4.05,18,all_tools,3,rating,negative
3,50,readability_level,4.16,1,all_tools,3,rating,negative
3,51,readability_level,3.92,1,all_tools,3,rating,negative
3,52,readability_level,2.63,21,all_tools,3,rating,negative
3,53,readability_level,2.72,9,all_tools,3,rating,negative
3,54,readability_level,3.6,4,all_tools,3,rating,negative
3,55,readability_level,2.71,6,all_tools,3,rating,negative
3,56,readability_level,3.61,5,all_tools,3,rating,negative
3,57,readability_level,3.6,18,all_tools,3,rating,negative
3,58,readability_level,2.4,21,all_tools,3,rating,negative
3,59,readability_level,3.83,4,all_tools,3,rating,negative
3,60,readability_level,3.88,3,all_tools,3,rating,negative
3,61,readability_level,3.77,17,all_tools,3,rating,negative
3,62,readability_level,3.47,18,all_tools,3,rating,negative
3,63,readability_level,2.64,4,all_tools,3,rating,negative
3,64,readability_level,3.59,21,all_tools,3,rating,negative
3,65,readability_level,3.2,4,all_tools,3,rating,negative
3,66,readability_level,2.59,20,all_tools,3,rating,negative
3,67,readability_level,4.02,0,all_tools,3,rating,negative
3,68,readability_level,3.35,0,all_tools,3,rating,negative
3,69,readability_level,2.92,19,all_tools,3,rating,negative
3,70,readability_level,2.39,10,all_tools,3,rating,negative
3,71,readability_level,3.69,1,all_tools,3,rating,negative
3,72,readability_level,2.86,17,all_tools,3,rating,negative
3,73,readability_level,3.38,2,all_tools,3,rating,negative
3,74,readability_level,3.82,8,all_tools,3,rating,negative
3,75,readability_level,3.39,5,all_tools,3,rating,negative
3,76,readability_level,3.49,18,all_tools,3,rating,negative
3,77,readability_level,2.72,20,all_tools,3,rating,negative
3,78,readability_level,2.28,4,all_tools,3,rating,negative
3,79,readability_level,3.34,31,all_tools,3,rating,negative
3,80,readability_level,4.15,1,all_tools,3,rating,negative
3,81,readability_level,3.93,16,all_tools,3,rating,negative
3,82,readability_level,4.0,17,all_tools,3,rating,negative
3,83,readability_level,2.76,17,all_tools,3,rating,negative
3,84,readability_level,3.94,6,all_tools,3,rating,negative
3,85,readability_level,3.61,18,all_tools,3,rating,negative
3,86,readability_level,2.62,6,all_tools,3,rating,negative
3,87,readability_level,2.87,3,all_tools,3,rating,negative
3,88,readability_level,3.23,0,all_tools,3,rating,negative
3,89,readability_level,4.28,17,all_tools,3,rating,negative
3,90,readability_level,3.35,17,all_tools,3,rating,negative
3,91,readability_level,2.08,2,all_tools,3,rating,negative
3,92,readability_level,3.36,3,all_tools,3,rating,negative
3,93,readability_level,2.36,18,all_tools,3,rating,negative
3,94,readability_level,4.07,17,all_tools,3,rating,negative
3,95,readability_level,3.18,17,all_tools,3,rating,negative
3,96,readability_level,3.81,1,all_tools,3,rating,negative
3,97,readability_level,2.9,18,all_tools,3,rating,negative
3,98,readability_level,3.0,17,all_tools,3,rating,negative
3,99,readability_level,2.95,17,all_tools,3,rating,negative
3,100,readability_level,2.12,19,all_tools,3,rating,negative
6,1,correct_verif_questions,0.3703703703703704,257,all_tools,6,correctness,negative
6,2,correct_verif_questions,0.4074074074074073,239,all_tools,6,correctness,negative
6,3,correct_verif_questions,0.4166666666666667,172,all_tools,6,correctness,negative
6,4,correct_verif_questions,0.4074074074074075,119,all_tools,6,correctness,negative
6,5,correct_verif_questions,0.5925925925925927,46,all_tools,6,correctness,negative
6,6,correct_verif_questions,0.4444444444444443,0,all_tools,6,correctness,negative
6,7,correct_verif_questions,0.4444444444444445,0,all_tools,6,correctness,negative
6,8,correct_verif_questions,0.2962962962962963,0,all_tools,6,correctness,negative
6,9,correct_verif_questions,0.5185185185185186,0,all_tools,6,correctness,negative
6,10,correct_verif_questions,0.4814814814814815,0,all_tools,6,correctness,negative
6,11,correct_verif_questions,0.1851851851851851,0,all_tools,6,correctness,negative
6,12,correct_verif_questions,0.5185185185185186,0,all_tools,6,correctness,negative
6,13,correct_verif_questions,0.4074074074074073,0,all_tools,6,correctness,negative
6,14,correct_verif_questions,0.2592592592592592,0,all_tools,6,correctness,negative
6,15,correct_verif_questions,0.4074074074074075,0,all_tools,6,correctness,negative
6,16,correct_verif_questions,0.2222222222222222,0,all_tools,6,correctness,negative
6,17,correct_verif_questions,0.4444444444444444,0,all_tools,6,correctness,negative
6,18,correct_verif_questions,0.2962962962962963,0,all_tools,6,correctness,negative
6,19,correct_verif_questions,0.6296296296296299,0,all_tools,6,correctness,negative
6,20,correct_verif_questions,0.7407407407407408,0,all_tools,6,correctness,negative
6,21,correct_verif_questions,0.074074074074074,0,all_tools,6,correctness,negative
6,22,correct_verif_questions,0.1111111111111111,0,all_tools,6,correctness,negative
6,23,correct_verif_questions,0.5925925925925926,0,all_tools,6,correctness,negative
6,24,correct_verif_questions,0.5185185185185186,0,all_tools,6,correctness,negative
6,25,correct_verif_questions,0.5925925925925928,0,all_tools,6,correctness,negative
6,26,correct_verif_questions,0.2592592592592593,0,all_tools,6,correctness,negative
6,27,correct_verif_questions,0.7407407407407408,0,all_tools,6,correctness,negative
6,28,correct_verif_questions,0.3703703703703704,0,all_tools,6,correctness,negative
6,29,correct_verif_questions,0.4074074074074074,0,all_tools,6,correctness,negative
6,30,correct_verif_questions,0.2592592592592591,0,all_tools,6,correctness,negative
6,31,correct_verif_questions,0.777777777777778,0,all_tools,6,correctness,negative
6,32,correct_verif_questions,0.777777777777778,0,all_tools,6,correctness,negative
6,33,correct_verif_questions,0.5555555555555556,0,all_tools,6,correctness,negative
6,34,correct_verif_questions,0.4814814814814816,0,all_tools,6,correctness,negative
6,35,correct_verif_questions,0.3703703703703703,0,all_tools,6,correctness,negative
6,36,correct_verif_questions,0.5555555555555556,0,all_tools,6,correctness,negative
6,37,correct_verif_questions,0.7407407407407409,0,all_tools,6,correctness,negative
6,38,correct_verif_questions,0.4444444444444444,0,all_tools,6,correctness,negative
6,39,correct_verif_questions,0.4814814814814815,0,all_tools,6,correctness,negative
6,40,correct_verif_questions,0.2592592592592591,0,all_tools,6,correctness,negative
6,41,correct_verif_questions,0.3333333333333335,0,all_tools,6,correctness,negative
6,42,correct_verif_questions,0.2083333333333333,0,all_tools,6,correctness,negative
6,43,correct_verif_questions,0.5416666666666667,0,all_tools,6,correctness,negative
6,44,correct_verif_questions,0.2916666666666667,0,all_tools,6,correctness,negative
6,45,correct_verif_questions,0.4166666666666668,0,all_tools,6,correctness,negative
6,46,correct_verif_questions,0.7037037037037038,0,all_tools,6,correctness,negative
6,47,correct_verif_questions,0.4444444444444444,0,all_tools,6,correctness,negative
6,48,correct_verif_questions,0.8148148148148149,0,all_tools,6,correctness,negative
6,49,correct_verif_questions,0.4074074074074073,0,all_tools,6,correctness,negative
6,50,correct_verif_questions,0.3333333333333334,0,all_tools,6,correctness,negative
6,1,binary_understandability,0.5555555555555556,257,all_tools,6,rating,negative
6,2,binary_understandability,0.8888888888888888,239,all_tools,6,rating,negative
6,3,binary_understandability,0.625,172,all_tools,6,rating,negative
6,4,binary_understandability,0.6666666666666666,119,all_tools,6,rating,negative
6,5,binary_understandability,0.7777777777777778,46,all_tools,6,rating,negative
6,6,binary_understandability,0.8888888888888888,0,all_tools,6,rating,negative
6,7,binary_understandability,0.7777777777777778,0,all_tools,6,rating,negative
6,8,binary_understandability,0.5555555555555556,0,all_tools,6,rating,negative
6,9,binary_understandability,0.7777777777777778,0,all_tools,6,rating,negative
6,10,binary_understandability,0.7777777777777778,0,all_tools,6,rating,negative
6,11,binary_understandability,0.5555555555555556,0,all_tools,6,rating,negative
6,12,binary_understandability,0.6666666666666666,0,all_tools,6,rating,negative
6,13,binary_understandability,0.6666666666666666,0,all_tools,6,rating,negative
6,14,binary_understandability,0.5555555555555556,0,all_tools,6,rating,negative
6,15,binary_understandability,0.6666666666666666,0,all_tools,6,rating,negative
6,16,binary_understandability,0.4444444444444444,0,all_tools,6,rating,negative
6,17,binary_understandability,0.6666666666666666,0,all_tools,6,rating,negative
6,18,binary_understandability,0.4444444444444444,0,all_tools,6,rating,negative
6,19,binary_understandability,0.8888888888888888,0,all_tools,6,rating,negative
6,20,binary_understandability,0.8888888888888888,0,all_tools,6,rating,negative
6,21,binary_understandability,0.2222222222222222,0,all_tools,6,rating,negative
6,22,binary_understandability,0.2222222222222222,0,all_tools,6,rating,negative
6,23,binary_understandability,0.8888888888888888,0,all_tools,6,rating,negative
6,24,binary_understandability,0.6666666666666666,0,all_tools,6,rating,negative
6,25,binary_understandability,0.7777777777777778,0,all_tools,6,rating,negative
6,26,binary_understandability,0.4444444444444444,0,all_tools,6,rating,negative
6,27,binary_understandability,0.7777777777777778,0,all_tools,6,rating,negative
6,28,binary_understandability,0.4444444444444444,0,all_tools,6,rating,negative
6,29,binary_understandability,0.5555555555555556,0,all_tools,6,rating,negative
6,30,binary_understandability,0.6666666666666666,0,all_tools,6,rating,negative
6,31,binary_understandability,1.0,0,all_tools,6,rating,negative
6,32,binary_understandability,1.0,0,all_tools,6,rating,negative
6,33,binary_understandability,0.8888888888888888,0,all_tools,6,rating,negative
6,34,binary_understandability,0.6666666666666666,0,all_tools,6,rating,negative
6,35,binary_understandability,0.6666666666666666,0,all_tools,6,rating,negative
6,36,binary_understandability,0.7777777777777778,0,all_tools,6,rating,negative
6,37,binary_understandability,1.0,0,all_tools,6,rating,negative
6,38,binary_understandability,0.6666666666666666,0,all_tools,6,rating,negative
6,39,binary_understandability,0.7777777777777778,0,all_tools,6,rating,negative
6,40,binary_understandability,0.6666666666666666,0,all_tools,6,rating,negative
6,41,binary_understandability,0.5,0,all_tools,6,rating,negative
6,42,binary_understandability,0.375,0,all_tools,6,rating,negative
6,43,binary_understandability,0.875,0,all_tools,6,rating,negative
6,44,binary_understandability,0.625,0,all_tools,6,rating,negative
6,45,binary_understandability,0.75,0,all_tools,6,rating,negative
6,46,binary_understandability,1.0,0,all_tools,6,rating,negative
6,47,binary_understandability,0.7777777777777778,0,all_tools,6,rating,negative
6,48,binary_understandability,1.0,0,all_tools,6,rating,negative
6,49,binary_understandability,0.7777777777777778,0,all_tools,6,rating,negative
6,50,binary_understandability,0.5555555555555556,0,all_tools,6,rating,negative
6,1,time_to_understand,74.4,257,all_tools,6,time,positive
6,2,time_to_understand,73.75,239,all_tools,6,time,positive
6,3,time_to_understand,59.8,172,all_tools,6,time,positive
6,4,time_to_understand,60.5,119,all_tools,6,time,positive
6,5,time_to_understand,66.14285714285714,46,all_tools,6,time,positive
6,6,time_to_understand,82.625,0,all_tools,6,time,positive
6,7,time_to_understand,257.42857142857144,0,all_tools,6,time,positive
6,8,time_to_understand,81.4,0,all_tools,6,time,positive
6,9,time_to_understand,170.28571428571428,0,all_tools,6,time,positive
6,10,time_to_understand,153.57142857142858,0,all_tools,6,time,positive
6,11,time_to_understand,241.4,0,all_tools,6,time,positive
6,12,time_to_understand,62.333333333333336,0,all_tools,6,time,positive
6,13,time_to_understand,53.66666666666666,0,all_tools,6,time,positive
6,14,time_to_understand,94.2,0,all_tools,6,time,positive
6,15,time_to_understand,113.66666666666669,0,all_tools,6,time,positive
6,16,time_to_understand,202.25,0,all_tools,6,time,positive
6,17,time_to_understand,237.33333333333331,0,all_tools,6,time,positive
6,18,time_to_understand,151.5,0,all_tools,6,time,positive
6,19,time_to_understand,435.5,0,all_tools,6,time,positive
6,20,time_to_understand,102.5,0,all_tools,6,time,positive
6,21,time_to_understand,172.5,0,all_tools,6,time,positive
6,22,time_to_understand,28.0,0,all_tools,6,time,positive
6,23,time_to_understand,264.25,0,all_tools,6,time,positive
6,24,time_to_understand,163.5,0,all_tools,6,time,positive
6,25,time_to_understand,48.85714285714285,0,all_tools,6,time,positive
6,26,time_to_understand,57.5,0,all_tools,6,time,positive
6,27,time_to_understand,144.71428571428572,0,all_tools,6,time,positive
6,28,time_to_understand,270.25,0,all_tools,6,time,positive
6,29,time_to_understand,51.6,0,all_tools,6,time,positive
6,30,time_to_understand,159.5,0,all_tools,6,time,positive
6,31,time_to_understand,50.888888888888886,0,all_tools,6,time,positive
6,32,time_to_understand,83.55555555555556,0,all_tools,6,time,positive
6,33,time_to_understand,122.125,0,all_tools,6,time,positive
6,34,time_to_understand,82.5,0,all_tools,6,time,positive
6,35,time_to_understand,83.33333333333333,0,all_tools,6,time,positive
6,36,time_to_understand,74.57142857142857,0,all_tools,6,time,positive
6,37,time_to_understand,238.44444444444449,0,all_tools,6,time,positive
6,38,time_to_understand,66.16666666666667,0,all_tools,6,time,positive
6,39,time_to_understand,101.85714285714286,0,all_tools,6,time,positive
6,40,time_to_understand,247.0,0,all_tools,6,time,positive
6,41,time_to_understand,195.5,0,all_tools,6,time,positive
6,42,time_to_understand,318.0,0,all_tools,6,time,positive
6,43,time_to_understand,47.85714285714285,0,all_tools,6,time,positive
6,44,time_to_understand,391.0,0,all_tools,6,time,positive
6,45,time_to_understand,162.16666666666666,0,all_tools,6,time,positive
6,46,time_to_understand,55.66666666666666,0,all_tools,6,time,positive
6,47,time_to_understand,85.42857142857143,0,all_tools,6,time,positive
6,48,time_to_understand,117.88888888888889,0,all_tools,6,time,positive
6,49,time_to_understand,85.57142857142857,0,all_tools,6,time,positive
6,50,time_to_understand,238.0,0,all_tools,6,time,positive
63,1,adjusted_gaze_sig,0.9762631428571428,96,all_tools,63,physiological,positive
63,2,adjusted_gaze_sig,0.8230961666666666,89,all_tools,63,physiological,positive
63,3,adjusted_gaze_sig,0.5625836166666667,74,all_tools,63,physiological,positive
63,4,adjusted_gaze_sig,0.89375,77,all_tools,63,physiological,positive
63,5,adjusted_gaze_sig,2.6371384000000004,79,all_tools,63,physiological,positive
63,6,adjusted_gaze_sig,0.743938,98,all_tools,63,physiological,positive
63,7,adjusted_gaze_sig,0.22781025,39,all_tools,63,physiological,positive
63,8,adjusted_gaze_sig,0.296709,71,all_tools,63,physiological,positive
63,9,adjusted_gaze_sig,0.9081988,34,all_tools,63,physiological,positive
63,10,adjusted_gaze_sig,1.328576,35,all_tools,63,physiological,positive
63,11,adjusted_gaze_sig,1.2333020000000003,57,all_tools,63,physiological,positive
63,12,adjusted_gaze_sig,0.62354116,76,all_tools,63,physiological,positive
63,13,adjusted_gaze_sig,7.25147,45,all_tools,63,physiological,positive
63,14,adjusted_gaze_sig,0.0,45,all_tools,63,physiological,positive
63,15,adjusted_gaze_sig,0.6652165666666668,26,all_tools,63,physiological,positive
63,16,adjusted_gaze_sig,0.5481481666666667,22,all_tools,63,physiological,positive
63,17,adjusted_gaze_sig,1.0767303333333331,0,all_tools,63,physiological,positive
63,18,adjusted_gaze_sig,1.75984745,0,all_tools,63,physiological,positive
63,19,adjusted_gaze_sig,0.362847,0,all_tools,63,physiological,positive
63,20,adjusted_gaze_sig,0.0,0,all_tools,63,physiological,positive
63,21,adjusted_gaze_sig,0.0,0,all_tools,63,physiological,positive
63,22,adjusted_gaze_sig,0.5865469125,0,all_tools,63,physiological,positive
63,23,adjusted_gaze_sig,0.413850625,0,all_tools,63,physiological,positive
63,24,adjusted_gaze_sig,0.9035215,0,all_tools,63,physiological,positive
63,25,adjusted_gaze_sig,0.98207,0,all_tools,63,physiological,positive
63,26,adjusted_gaze_sig,0.123751,0,all_tools,63,physiological,positive
63,27,adjusted_gaze_sig,0.0,0,all_tools,63,physiological,positive
63,28,adjusted_gaze_sig,0.393362,0,all_tools,63,physiological,positive
63,29,adjusted_gaze_sig,0.322672,0,all_tools,63,physiological,positive
63,30,adjusted_gaze_sig,1.1762729,0,all_tools,63,physiological,positive
63,31,adjusted_gaze_sig,0.56380175,0,all_tools,63,physiological,positive
63,32,adjusted_gaze_sig,0.867282125,0,all_tools,63,physiological,positive
63,33,adjusted_gaze_sig,1.227694,0,all_tools,63,physiological,positive
63,34,adjusted_gaze_sig,1.1920696666666664,0,all_tools,63,physiological,positive
63,35,adjusted_gaze_sig,0.5767354142857143,0,all_tools,63,physiological,positive
63,36,adjusted_gaze_sig,0.6708358571428573,0,all_tools,63,physiological,positive
63,37,adjusted_gaze_sig,0.7713289999999999,0,all_tools,63,physiological,positive
63,38,adjusted_gaze_sig,1.1950006666666666,0,all_tools,63,physiological,positive
63,39,adjusted_gaze_sig,1.5442762857142858,0,all_tools,63,physiological,positive
63,40,adjusted_gaze_sig,1.0439151428571427,0,all_tools,63,physiological,positive
63,41,adjusted_gaze_sig,0.0,0,all_tools,63,physiological,positive
63,42,adjusted_gaze_sig,0.0,0,all_tools,63,physiological,positive
63,43,adjusted_gaze_sig,0.0,0,all_tools,63,physiological,positive
63,44,adjusted_gaze_sig,0.0,0,all_tools,63,physiological,positive
63,45,adjusted_gaze_sig,0.0,0,all_tools,63,physiological,positive
63,46,adjusted_gaze_sig,0.0,0,all_tools,63,physiological,positive
63,47,adjusted_gaze_sig,0.0,0,all_tools,63,physiological,positive
63,48,adjusted_gaze_sig,0.0,0,all_tools,63,physiological,positive
63,49,adjusted_gaze_sig,0.0,0,all_tools,63,physiological,positive
