dataset_id,snippet_id,person_id,time_to_give_output,correct_output_rating,output_difficulty,brain_deact_31ant,brain_deact_31post,brain_deact_32,time_to_understand,readability_level,binary_understandability,correct_verif_questions,gap_accuracy,readability_level_ba,readability_level_before,time_to_read_complete,perc_correct_output,complexity_level,brain_deact_31,warnings_checker_framework,warnings_typestate_checker,warnings_infer,warnings_openjml,warning_sum,method_name,file,parameters,ifStatements,loops,assignmentExpressions,commas,periods,spaces,comparisons,parenthesis,literals,avgComments,avgComparisons,avgOperators,avgConditionals,LOC
1,1,17.0,37.95,0.0,2.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,18.0,88.788,1.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,19.0,30.399,1.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,20.0,97.839,0.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,21.0,55.542,1.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,22.0,41.999,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,23.0,144.471,1.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,24.0,141.864,0.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,25.0,62.55,0.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,26.0,42.207,1.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,27.0,97.56,0.0,2.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,28.0,137.981,0.0,2.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,29.0,42.292,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,30.0,59.661,1.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,31.0,111.687,1.0,2.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,32.0,55.737,1.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,33.0,94.042,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,34.0,54.191,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,35.0,84.87,1.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,36.0,77.844,1.0,2.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,37.0,55.633,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,38.0,55.611,1.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,39.0,29.474,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,40.0,81.556,1.0,2.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,1,41.0,82.048,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main1,ds_1_snip_1_main1.java,1,0,1,1,0,1,55,1,3,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,9
1,10,1.0,17.396,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,2.0,61.496,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,3.0,54.645,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,4.0,45.772,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,5.0,63.256,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,6.0,23.12,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,7.0,42.69,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,8.0,47.355,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,9.0,28.295,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,10.0,40.9,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,11.0,37.384,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,12.0,37.155,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,13.0,20.833,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,14.0,0.802,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,15.0,109.923,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,16.0,32.921,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,17.0,65.985,1.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,18.0,24.616,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,19.0,29.904,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,20.0,24.48,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,21.0,41.314,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,22.0,18.203,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,23.0,96.835,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,24.0,49.874,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,25.0,69.061,1.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,26.0,33.401,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,27.0,55.173,1.0,2.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,28.0,42.349,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,29.0,29.575,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,30.0,40.559,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,31.0,45.608,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,32.0,62.301,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,33.0,49.641,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,34.0,34.711,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,35.0,41.008,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,36.0,22.26,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,37.0,38.151,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,38.0,57.975,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,39.0,27.413,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,40.0,48.098,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,10,41.0,33.58,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,main10,ds_1_snip_10_main10.java,1,3,0,0,0,5,85,6,7,3,0.2727272727272727,0.5454545454545454,0.0,0.2727272727272727,11
1,11,1.0,70.818,0.0,2.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,2.0,119.46,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,3.0,53.189,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,4.0,39.879,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,5.0,72.246,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,6.0,36.371,1.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,7.0,47.792,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,8.0,67.271,0.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,9.0,92.015,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,10.0,31.591,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,11.0,46.819,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,12.0,49.966,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,13.0,69.339,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,14.0,0.723,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,15.0,103.803,2.0,2.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,16.0,79.051,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,17.0,130.394,0.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,18.0,69.547,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,19.0,44.097,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,20.0,62.977,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,21.0,85.002,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,22.0,15.587,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,23.0,81.924,2.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,24.0,72.705,2.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
1,11,25.0,79.961,1.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,main11,ds_1_snip_11_main11.java,1,0,1,1,0,1,59,1,3,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,9
