programming_experience,java_experience,complexity,MinNameQuality,MinInternalDocumentation,MinExternalDocumentation,MinExternalPopularity,MeanInternalDocumentation,MeanExternalDocumentation,MeanExternalPopularity,MaxNameQuality,MaxInternalDocumentation,Readability,READABILITY.New.Identifiers.words.AVG,READABILITY.New.Abstractness.words.AVG,READABILITY.New.Abstractness.words.MAX,READABILITY.New.Commented.words.AVG,READABILITY.New.Synonym.commented.words.AVG,READABILITY.New.Synonym.commented.words.MAX,READABILITY.New.Comments.readability,READABILITY.New.Number.of.senses.AVG,READABILITY.New.Number.of.senses.MAX,READABILITY.New.Text.Coherence.AVG,READABILITY.New.Text.Coherence.MIN,READABILITY.New.Text.Coherence.MAX,READABILITY.BW.Avg.Assignment,READABILITY.BW.Avg.blank.lines,READABILITY.BW.Avg.commas,READABILITY.BW.Avg.comments,READABILITY.BW.Avg.comparisons,READABILITY.BW.Avg.Identifiers.Length,READABILITY.BW.Avg.conditionals,READABILITY.BW.Avg.indentation.length,READABILITY.BW.Avg.keywords,READABILITY.BW.Avg.line.length,READABILITY.BW.Avg.loops,READABILITY.BW.Avg.number.of.identifiers,READABILITY.BW.Avg.numbers,READABILITY.BW.Avg.operators,READABILITY.BW.Avg.parenthesis,READABILITY.BW.Avg.periods,READABILITY.BW.Max.Identifiers.Length,READABILITY.BW.Max.keywords,READABILITY.BW.Max.line.length,READABILITY.BW.Max.number.of.identifiers,READABILITY.BW.Max.char,READABILITY.BW.Max.words,READABILITY.Posnett.entropy,READABILITY.Posnett.volume,READABILITY.Posnett.lines,READABILITY.Dorn.DFT.Assignments,READABILITY.Dorn.DFT.Comparisons,READABILITY.Dorn.DFT.Conditionals,READABILITY.Dorn.DFT.Indentations,READABILITY.Dorn.DFT.LineLengths,READABILITY.Dorn.DFT.Numbers,READABILITY.Dorn.DFT.Operators,READABILITY.Dorn.Visual.X.Comments,READABILITY.Dorn.Visual.X.Numbers,READABILITY.Dorn.Visual.X.Strings,READABILITY.Dorn.Visual.Y.Strings,READABILITY.Dorn.Visual.X.Literals,READABILITY.Dorn.Areas.Identifiers,READABILITY.Dorn.Areas.Keywords,READABILITY.Dorn.Areas.Strings,READABILITY.Dorn.Areas.Operators,READABILITY.Dorn.Areas.Keywords.Identifiers,READABILITY.Dorn.Areas.Operators.Identifiers,READABILITY.Dorn.align.blocks,KASTO.NestedBlocks,KASTO.NumberOfParameters,KASTO.NumberOfStatements,BD50
3,2,4,0.175675675675676,0,162,0.00553146750025828,0,2614.4,0.124685268726175,0.175675675675676,0,0.567715167999268,0.71969696969697,5.59,10,0.25,3.71195652173913,18,100,5.72727272727273,47,0.390990059470841,0.177122977108019,0.793492047615872,0.205882352941176,0.138888888888889,0.117647058823529,0.09375,0.0882352941176471,8.09638554216867,0.241379310344828,12.1379310344828,0.862068965517241,45.6896551724138,0.0344827586206897,2.86206896551724,0.172413793103448,0.0588235294117647,0.970588235294118,0.344827586206897,27,4,118,12,452,10,4.32044580600126,1122.20306292188,36,34,34,34,34,36,1,34,118,0,118,34.8151260504202,0,0.417208966015907,0.0665220535068691,0.0954446854663774,0.076644974692697,0.159445407279029,0.18370883882149,8,2.66666666666667,2,17,1
2,1,4,0.175675675675676,0,162,0.00553146750025828,0,2614.4,0.124685268726175,0.175675675675676,0,0.567715167999268,0.71969696969697,5.59,10,0.25,3.71195652173913,18,100,5.72727272727273,47,0.390990059470841,0.177122977108019,0.793492047615872,0.205882352941176,0.138888888888889,0.117647058823529,0.09375,0.0882352941176471,8.09638554216867,0.241379310344828,12.1379310344828,0.862068965517241,45.6896551724138,0.0344827586206897,2.86206896551724,0.172413793103448,0.0588235294117647,0.970588235294118,0.344827586206897,27,4,118,12,452,10,4.32044580600126,1122.20306292188,36,34,34,34,34,36,1,34,118,0,118,34.8151260504202,0,0.417208966015907,0.0665220535068691,0.0954446854663774,0.076644974692697,0.159445407279029,0.18370883882149,8,2.66666666666667,2,17,0
6,1,4,0.175675675675676,0,162,0.00553146750025828,0,2614.4,0.124685268726175,0.175675675675676,0,0.567715167999268,0.71969696969697,5.59,10,0.25,3.71195652173913,18,100,5.72727272727273,47,0.390990059470841,0.177122977108019,0.793492047615872,0.205882352941176,0.138888888888889,0.117647058823529,0.09375,0.0882352941176471,8.09638554216867,0.241379310344828,12.1379310344828,0.862068965517241,45.6896551724138,0.0344827586206897,2.86206896551724,0.172413793103448,0.0588235294117647,0.970588235294118,0.344827586206897,27,4,118,12,452,10,4.32044580600126,1122.20306292188,36,34,34,34,34,36,1,34,118,0,118,34.8151260504202,0,0.417208966015907,0.0665220535068691,0.0954446854663774,0.076644974692697,0.159445407279029,0.18370883882149,8,2.66666666666667,2,17,1
4,2,4,0.175675675675676,0,162,0.00553146750025828,0,2614.4,0.124685268726175,0.175675675675676,0,0.567715167999268,0.71969696969697,5.59,10,0.25,3.71195652173913,18,100,5.72727272727273,47,0.390990059470841,0.177122977108019,0.793492047615872,0.205882352941176,0.138888888888889,0.117647058823529,0.09375,0.0882352941176471,8.09638554216867,0.241379310344828,12.1379310344828,0.862068965517241,45.6896551724138,0.0344827586206897,2.86206896551724,0.172413793103448,0.0588235294117647,0.970588235294118,0.344827586206897,27,4,118,12,452,10,4.32044580600126,1122.20306292188,36,34,34,34,34,36,1,34,118,0,118,34.8151260504202,0,0.417208966015907,0.0665220535068691,0.0954446854663774,0.076644974692697,0.159445407279029,0.18370883882149,8,2.66666666666667,2,17,1
4,2,4,0.175675675675676,0,162,0.00553146750025828,0,2614.4,0.124685268726175,0.175675675675676,0,0.567715167999268,0.71969696969697,5.59,10,0.25,3.71195652173913,18,100,5.72727272727273,47,0.390990059470841,0.177122977108019,0.793492047615872,0.205882352941176,0.138888888888889,0.117647058823529,0.09375,0.0882352941176471,8.09638554216867,0.241379310344828,12.1379310344828,0.862068965517241,45.6896551724138,0.0344827586206897,2.86206896551724,0.172413793103448,0.0588235294117647,0.970588235294118,0.344827586206897,27,4,118,12,452,10,4.32044580600126,1122.20306292188,36,34,34,34,34,36,1,34,118,0,118,34.8151260504202,0,0.417208966015907,0.0665220535068691,0.0954446854663774,0.076644974692697,0.159445407279029,0.18370883882149,8,2.66666666666667,2,17,1
2,6,4,0.175675675675676,0,162,0.00553146750025828,0,2614.4,0.124685268726175,0.175675675675676,0,0.567715167999268,0.71969696969697,5.59,10,0.25,3.71195652173913,18,100,5.72727272727273,47,0.390990059470841,0.177122977108019,0.793492047615872,0.205882352941176,0.138888888888889,0.117647058823529,0.09375,0.0882352941176471,8.09638554216867,0.241379310344828,12.1379310344828,0.862068965517241,45.6896551724138,0.0344827586206897,2.86206896551724,0.172413793103448,0.0588235294117647,0.970588235294118,0.344827586206897,27,4,118,12,452,10,4.32044580600126,1122.20306292188,36,34,34,34,34,36,1,34,118,0,118,34.8151260504202,0,0.417208966015907,0.0665220535068691,0.0954446854663774,0.076644974692697,0.159445407279029,0.18370883882149,8,2.66666666666667,2,17,0
3,3,3,0.5,0,388,0,0,388,0,1,0,0.577517688274384,0.635294117647059,5.52586206896552,10,0.0176470588235294,3.31111111111111,18,100,4.62352941176471,37,0.29925280083229,1,0.29925280083229,0.142857142857143,0.0645161290322581,0.0714285714285714,0.037037037037037,0,8.72549019607843,0,8.15384615384615,0.230769230769231,55.8076923076923,0,3.92307692307692,1.61538461538462,0.178571428571429,0.964285714285714,1.34615384615385,53,3,157,11,313,17,5.12936147577269,1054.5813478561,31,28,1,1,1,31,28,28,0,0,126,29.992125984252,0,0.352870813397129,0.0161483253588517,0.408492822966507,0.062799043062201,0.0457627118644068,0.177966101694915,70,2,0,22,0
4,2,3,0.5,0,388,0,0,388,0,1,0,0.577517688274384,0.635294117647059,5.52586206896552,10,0.0176470588235294,3.31111111111111,18,100,4.62352941176471,37,0.29925280083229,1,0.29925280083229,0.142857142857143,0.0645161290322581,0.0714285714285714,0.037037037037037,0,8.72549019607843,0,8.15384615384615,0.230769230769231,55.8076923076923,0,3.92307692307692,1.61538461538462,0.178571428571429,0.964285714285714,1.34615384615385,53,3,157,11,313,17,5.12936147577269,1054.5813478561,31,28,1,1,1,31,28,28,0,0,126,29.992125984252,0,0.352870813397129,0.0161483253588517,0.408492822966507,0.062799043062201,0.0457627118644068,0.177966101694915,70,2,0,22,1
3,2,3,0.5,0,388,0,0,388,0,1,0,0.577517688274384,0.635294117647059,5.52586206896552,10,0.0176470588235294,3.31111111111111,18,100,4.62352941176471,37,0.29925280083229,1,0.29925280083229,0.142857142857143,0.0645161290322581,0.0714285714285714,0.037037037037037,0,8.72549019607843,0,8.15384615384615,0.230769230769231,55.8076923076923,0,3.92307692307692,1.61538461538462,0.178571428571429,0.964285714285714,1.34615384615385,53,3,157,11,313,17,5.12936147577269,1054.5813478561,31,28,1,1,1,31,28,28,0,0,126,29.992125984252,0,0.352870813397129,0.0161483253588517,0.408492822966507,0.062799043062201,0.0457627118644068,0.177966101694915,70,2,0,22,0
6,1,3,0.5,0,388,0,0,388,0,1,0,0.577517688274384,0.635294117647059,5.52586206896552,10,0.0176470588235294,3.31111111111111,18,100,4.62352941176471,37,0.29925280083229,1,0.29925280083229,0.142857142857143,0.0645161290322581,0.0714285714285714,0.037037037037037,0,8.72549019607843,0,8.15384615384615,0.230769230769231,55.8076923076923,0,3.92307692307692,1.61538461538462,0.178571428571429,0.964285714285714,1.34615384615385,53,3,157,11,313,17,5.12936147577269,1054.5813478561,31,28,1,1,1,31,28,28,0,0,126,29.992125984252,0,0.352870813397129,0.0161483253588517,0.408492822966507,0.062799043062201,0.0457627118644068,0.177966101694915,70,2,0,22,0
3,3,3,0.5,0,388,0,0,388,0,1,0,0.577517688274384,0.635294117647059,5.52586206896552,10,0.0176470588235294,3.31111111111111,18,100,4.62352941176471,37,0.29925280083229,1,0.29925280083229,0.142857142857143,0.0645161290322581,0.0714285714285714,0.037037037037037,0,8.72549019607843,0,8.15384615384615,0.230769230769231,55.8076923076923,0,3.92307692307692,1.61538461538462,0.178571428571429,0.964285714285714,1.34615384615385,53,3,157,11,313,17,5.12936147577269,1054.5813478561,31,28,1,1,1,31,28,28,0,0,126,29.992125984252,0,0.352870813397129,0.0161483253588517,0.408492822966507,0.062799043062201,0.0457627118644068,0.177966101694915,70,2,0,22,0
3,3,3,0.5,0,388,0,0,388,0,1,0,0.577517688274384,0.635294117647059,5.52586206896552,10,0.0176470588235294,3.31111111111111,18,100,4.62352941176471,37,0.29925280083229,1,0.29925280083229,0.142857142857143,0.0645161290322581,0.0714285714285714,0.037037037037037,0,8.72549019607843,0,8.15384615384615,0.230769230769231,55.8076923076923,0,3.92307692307692,1.61538461538462,0.178571428571429,0.964285714285714,1.34615384615385,53,3,157,11,313,17,5.12936147577269,1054.5813478561,31,28,1,1,1,31,28,28,0,0,126,29.992125984252,0,0.352870813397129,0.0161483253588517,0.408492822966507,0.062799043062201,0.0457627118644068,0.177966101694915,70,2,0,22,0
4,1,4,0.5,0.647575,450,0.184262169339134,0.7752,1876.16666666667,0.458913899336111,0.75,1,0.693161427974701,0.947368421052632,5.80357142857143,10,2.07017543859649,3.86904761904762,14,100,5.40350877192982,47,0.54964941365012,0.258198889747161,0.894427190999916,0.0952380952380952,0.1,0.0952380952380952,0.514285714285714,0.142857142857143,9.54054054054054,0.117647058823529,11.2941176470588,0.823529411764706,41,0.0588235294117647,2.17647058823529,0,0,0.857142857142857,0.411764705882353,23,3,95,6,459,15,4.29450831112701,573.258064494135,40,21,21,20,21,40,1,1,95,0,95,38.59375,0,0.231241473396999,0.0395634379263302,0.0122783083219645,0.0402455661664393,0.171091445427729,0.174041297935103,39,2.5,1,9,0
5,5,4,0.5,0.647575,450,0.184262169339134,0.7752,1876.16666666667,0.458913899336111,0.75,1,0.693161427974701,0.947368421052632,5.80357142857143,10,2.07017543859649,3.86904761904762,14,100,5.40350877192982,47,0.54964941365012,0.258198889747161,0.894427190999916,0.0952380952380952,0.1,0.0952380952380952,0.514285714285714,0.142857142857143,9.54054054054054,0.117647058823529,11.2941176470588,0.823529411764706,41,0.0588235294117647,2.17647058823529,0,0,0.857142857142857,0.411764705882353,23,3,95,6,459,15,4.29450831112701,573.258064494135,40,21,21,20,21,40,1,1,95,0,95,38.59375,0,0.231241473396999,0.0395634379263302,0.0122783083219645,0.0402455661664393,0.171091445427729,0.174041297935103,39,2.5,1,9,0
3,2,4,0.5,0.647575,450,0.184262169339134,0.7752,1876.16666666667,0.458913899336111,0.75,1,0.693161427974701,0.947368421052632,5.80357142857143,10,2.07017543859649,3.86904761904762,14,100,5.40350877192982,47,0.54964941365012,0.258198889747161,0.894427190999916,0.0952380952380952,0.1,0.0952380952380952,0.514285714285714,0.142857142857143,9.54054054054054,0.117647058823529,11.2941176470588,0.823529411764706,41,0.0588235294117647,2.17647058823529,0,0,0.857142857142857,0.411764705882353,23,3,95,6,459,15,4.29450831112701,573.258064494135,40,21,21,20,21,40,1,1,95,0,95,38.59375,0,0.231241473396999,0.0395634379263302,0.0122783083219645,0.0402455661664393,0.171091445427729,0.174041297935103,39,2.5,1,9,0
3,2,4,0.5,0.647575,450,0.184262169339134,0.7752,1876.16666666667,0.458913899336111,0.75,1,0.693161427974701,0.947368421052632,5.80357142857143,10,2.07017543859649,3.86904761904762,14,100,5.40350877192982,47,0.54964941365012,0.258198889747161,0.894427190999916,0.0952380952380952,0.1,0.0952380952380952,0.514285714285714,0.142857142857143,9.54054054054054,0.117647058823529,11.2941176470588,0.823529411764706,41,0.0588235294117647,2.17647058823529,0,0,0.857142857142857,0.411764705882353,23,3,95,6,459,15,4.29450831112701,573.258064494135,40,21,21,20,21,40,1,1,95,0,95,38.59375,0,0.231241473396999,0.0395634379263302,0.0122783083219645,0.0402455661664393,0.171091445427729,0.174041297935103,39,2.5,1,9,0
2,1,4,0.5,0.647575,450,0.184262169339134,0.7752,1876.16666666667,0.458913899336111,0.75,1,0.693161427974701,0.947368421052632,5.80357142857143,10,2.07017543859649,3.86904761904762,14,100,5.40350877192982,47,0.54964941365012,0.258198889747161,0.894427190999916,0.0952380952380952,0.1,0.0952380952380952,0.514285714285714,0.142857142857143,9.54054054054054,0.117647058823529,11.2941176470588,0.823529411764706,41,0.0588235294117647,2.17647058823529,0,0,0.857142857142857,0.411764705882353,23,3,95,6,459,15,4.29450831112701,573.258064494135,40,21,21,20,21,40,1,1,95,0,95,38.59375,0,0.231241473396999,0.0395634379263302,0.0122783083219645,0.0402455661664393,0.171091445427729,0.174041297935103,39,2.5,1,9,0
3,1,4,0.5,0.647575,450,0.184262169339134,0.7752,1876.16666666667,0.458913899336111,0.75,1,0.693161427974701,0.947368421052632,5.80357142857143,10,2.07017543859649,3.86904761904762,14,100,5.40350877192982,47,0.54964941365012,0.258198889747161,0.894427190999916,0.0952380952380952,0.1,0.0952380952380952,0.514285714285714,0.142857142857143,9.54054054054054,0.117647058823529,11.2941176470588,0.823529411764706,41,0.0588235294117647,2.17647058823529,0,0,0.857142857142857,0.411764705882353,23,3,95,6,459,15,4.29450831112701,573.258064494135,40,21,21,20,21,40,1,1,95,0,95,38.59375,0,0.231241473396999,0.0395634379263302,0.0122783083219645,0.0402455661664393,0.171091445427729,0.174041297935103,39,2.5,1,9,1
4,2,4,0.5,0.647575,450,0.184262169339134,0.7752,1876.16666666667,0.458913899336111,0.75,1,0.693161427974701,0.947368421052632,5.80357142857143,10,2.07017543859649,3.86904761904762,14,100,5.40350877192982,47,0.54964941365012,0.258198889747161,0.894427190999916,0.0952380952380952,0.1,0.0952380952380952,0.514285714285714,0.142857142857143,9.54054054054054,0.117647058823529,11.2941176470588,0.823529411764706,41,0.0588235294117647,2.17647058823529,0,0,0.857142857142857,0.411764705882353,23,3,95,6,459,15,4.29450831112701,573.258064494135,40,21,21,20,21,40,1,1,95,0,95,38.59375,0,0.231241473396999,0.0395634379263302,0.0122783083219645,0.0402455661664393,0.171091445427729,0.174041297935103,39,2.5,1,9,0
3,3,4,0.5,0.647575,450,0.184262169339134,0.7752,1876.16666666667,0.458913899336111,0.75,1,0.693161427974701,0.947368421052632,5.80357142857143,10,2.07017543859649,3.86904761904762,14,100,5.40350877192982,47,0.54964941365012,0.258198889747161,0.894427190999916,0.0952380952380952,0.1,0.0952380952380952,0.514285714285714,0.142857142857143,9.54054054054054,0.117647058823529,11.2941176470588,0.823529411764706,41,0.0588235294117647,2.17647058823529,0,0,0.857142857142857,0.411764705882353,23,3,95,6,459,15,4.29450831112701,573.258064494135,40,21,21,20,21,40,1,1,95,0,95,38.59375,0,0.231241473396999,0.0395634379263302,0.0122783083219645,0.0402455661664393,0.171091445427729,0.174041297935103,39,2.5,1,9,0
2,6,4,0.5,0.647575,450,0.184262169339134,0.7752,1876.16666666667,0.458913899336111,0.75,1,0.693161427974701,0.947368421052632,5.80357142857143,10,2.07017543859649,3.86904761904762,14,100,5.40350877192982,47,0.54964941365012,0.258198889747161,0.894427190999916,0.0952380952380952,0.1,0.0952380952380952,0.514285714285714,0.142857142857143,9.54054054054054,0.117647058823529,11.2941176470588,0.823529411764706,41,0.0588235294117647,2.17647058823529,0,0,0.857142857142857,0.411764705882353,23,3,95,6,459,15,4.29450831112701,573.258064494135,40,21,21,20,21,40,1,1,95,0,95,38.59375,0,0.231241473396999,0.0395634379263302,0.0122783083219645,0.0402455661664393,0.171091445427729,0.174041297935103,39,2.5,1,9,0
4,1,2,0.840909090909091,0,1843,0,0.5,1843,0,1,1,0.0789480358362198,0.622950819672131,6.11428571428571,11,0,4.81545064377682,16,0,4.68852459016393,24,0,1,0,0.268292682926829,0,0.0731707317073171,0.0238095238095238,1.26829268292683,4.25,0,14.2439024390244,0.170731707317073,44.5609756097561,0,4.09756097560976,0.75609756097561,0.951219512195122,0.121951219512195,0.365853658536585,29,2,140,16,716,30,4.21306946051462,527.217897247649,41,41,41,1,1,26,41,41,0,0,139.90243902439,39.8297872340426,0,0.0673234811165846,0.00547345374931582,0.561029009304871,0.0268199233716475,0.0813008130081301,0.398373983739837,29,1,0,4,1
4,2,2,0.840909090909091,0,1843,0,0.5,1843,0,1,1,0.0789480358362198,0.622950819672131,6.11428571428571,11,0,4.81545064377682,16,0,4.68852459016393,24,0,1,0,0.268292682926829,0,0.0731707317073171,0.0238095238095238,1.26829268292683,4.25,0,14.2439024390244,0.170731707317073,44.5609756097561,0,4.09756097560976,0.75609756097561,0.951219512195122,0.121951219512195,0.365853658536585,29,2,140,16,716,30,4.21306946051462,527.217897247649,41,41,41,1,1,26,41,41,0,0,139.90243902439,39.8297872340426,0,0.0673234811165846,0.00547345374931582,0.561029009304871,0.0268199233716475,0.0813008130081301,0.398373983739837,29,1,0,4,0
3,2,2,0.840909090909091,0,1843,0,0.5,1843,0,1,1,0.0789480358362198,0.622950819672131,6.11428571428571,11,0,4.81545064377682,16,0,4.68852459016393,24,0,1,0,0.268292682926829,0,0.0731707317073171,0.0238095238095238,1.26829268292683,4.25,0,14.2439024390244,0.170731707317073,44.5609756097561,0,4.09756097560976,0.75609756097561,0.951219512195122,0.121951219512195,0.365853658536585,29,2,140,16,716,30,4.21306946051462,527.217897247649,41,41,41,1,1,26,41,41,0,0,139.90243902439,39.8297872340426,0,0.0673234811165846,0.00547345374931582,0.561029009304871,0.0268199233716475,0.0813008130081301,0.398373983739837,29,1,0,4,0
